ID;Owner;Unit ID;Unit;Peripherals;BillingPeriod;Reporting Status;Show Until;Billing Group;Last Event Date;Monthly Fee;Bill To;Assigned To;Linked Mode;Paired GPS;Paired Camera;Billable;RMA;Unit Type;IMEI;Serial Number;Phone Number;Carrier;SIM #;VIN;License Plate;Static IP;Event;Last Contact On;Min;Server IP;Server Port;Last Event Address;Modem;Inv #;Status;Last Service Paid Until;Service Paid Until;Assigned to Company;IFTA;History Months;Comments;Warranty Expires;Script;JBOX Profile;Contract Type;Subscription;Firmware
1093922;Renting;0UX9;ZNN884;;Monthly;;;;20/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102899189;1363189578;9101442015;MOVISTAR CO;8957123112215340975;LVBV3ABB1NE003343;ZNN884;;Parked;20/12/2025;0;3.231.161.53;10534;Cl15-47, Cali, Valle Cauca, Colombia, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;12/3/2022 3:44:04 PM;N;3;;11/23/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1093837;Renting;0UUW;ZNN883;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102921124;1363190450;9101126870;MOVISTAR CO;8957123112215348424;LVBV3ABB9NE003347;ZNN883;;Parked;26/12/2025;0;3.231.161.53;10530;Kr7 153-41, Bogota, Cundinamarca, Colombia, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;12/3/2022 3:41:15 PM;N;3;;11/21/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1093923;Renting;0UXA;ZNN882;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102767634;1363189588;9101444255;MOVISTAR CO;8957123112215340967;LVBV3ABB0NE002409;ZNN882;;Parked;26/12/2025;0;3.231.161.53;10530;Kr7 153-41, Bogota, Cundinamarca, Colombia, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;12/3/2022 4:09:35 PM;N;3;;11/23/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1093343;Renting;0UH6;ZNN881;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 4232 - 3G - LMU4232H-RH00-G1000;357041068259483;4864048329;9103982002;Claro CO;89571016023121578544;LVBDFPEA4PN005003;ZNN881;;Parked;26/12/2025;0;3.231.161.53;10530;Kr39 80-64, Medellin, Antioquia, .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;11/17/2022 5:56:06 AM;N;3;;11/3/2023 10:32:09 PM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1093001;Renting;0U7O;ZNN866;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102524290;4764414210;9103979486;Claro CO;89571016023121576787;LVBV4JBBXPY001265;ZNN866;;Parked;26/12/2025;0;3.231.161.53;10534;Km 16 Vía Espinal Complejo Agroindustrial Cafetero, Ibagué, Tolima, Colombia. 730005;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/30/2022 11:32:28 PM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1095399;Renting;0W28;ZNN865;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102899205;1363189348;9101446928;MOVISTAR CO;89571011015066675603;;ZNN865;;Drive;26/12/2025;0;3.231.161.53;10430;Dg44 33b-53, Bello, Antioquia, .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;5/7/2024 9:17:38 AM;N;3;;3/3/2024 12:00:00 AM;;;;;
1095245;Renting;0VXZ;ZNN786;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;354514101458570;1363186212;9101155986;MOVISTAR CO;8957123112215168368;LVBDFPEA9NN005415;ZNN786;;Ignition OFF;26/12/2025;0;3.231.161.53;10530;Kr15 19-18, Barbosa, Antioquia, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;2/25/2023 12:13:59 PM;N;3;;2/8/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1094850;Renting;0VN1;ZNN785;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;354514101455196;1363186257;9104040285;Claro CO;57101602303745213;LVBDFPEA7NN005414;ZNN785;;Parked;26/12/2025;0;3.231.161.53;10530;Km 35 de la vía Marinilla - Medellín - Autopista Medellín-Bogotá, , Antioquia, Colombia, . .;;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;1/28/2023 9:39:14 AM;N;3;;1/20/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_AWS_10700;;;;
1094699;Renting;0VIU;ZNN784;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;354514101456186;1363186057;3153836929;MOVISTAR CO;8957123112115871574;LVBDFPEA0NN005416;ZNN784;;Parked;26/12/2025;0;3.231.161.53;10534;Kr45 26-90, Bello, Antioquia, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;1/28/2023 9:40:48 AM;N;3;;1/4/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1093389;Renting;0UIG;ZNN756;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;357041065170774;4764256538;9103983275;Claro CO;89571016023121578791;LVBV3ABB2NE002346;ZNN756;;Ignition OFF;26/12/2025;0;3.231.161.53;10530;Cl103 42c-84, Medellin, Antioquia, .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;11/12/2022 11:06:57 AM;N;3;;11/8/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1095166;Renting;0VVS;ZNN755;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;354514101469890;1363185685;9101261548;MOVISTAR CO;8957123112215160837;;ZNN755;;Ignition OFF;26/12/2025;0;3.231.161.53;10530;Cl9 13-19, Girardota, Antioquia, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/18/2023 9:22:27 AM;N;3;;2/3/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1093378;Renting;0UI5;ZNN754;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2631 - Gemalto HSPA - LMU2631H-H000-GTC01;357041065237763;4764255374;9103394968;Claro CO;89571016022057264426;LVBV3ABB5NE002339;ZNN754;;Parked;26/12/2025;0;3.231.161.53;10534;Cl80 65-40, Medellin, Antioquia, Colombia, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;11/12/2022 11:47:54 AM;N;3;;11/8/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092759;Renting;0U0Y;ZNN748;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;357041063370566;4863055103;9103981948;Claro CO;57101602312157800;;ZNN748;;Parked;26/12/2025;0;3.231.161.53;10534;Kr46 98-79, Medellin, Antioquia, .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;11/19/2022 10:25:05 AM;N;3;;10/10/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1097305;Renting;0XJ6;ZNN747;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042392204;S2-M007693-0XJ6;9104052892;Claro CO;57101602312162573;;ZNN747;;Parked;26/12/2025;0;3.231.161.53;10613;Cl80 65-41, Medellin, Antioquia, .;3G;307140;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;9/20/2023 11:48:51 AM;N;3;;5/11/2024 12:00:00 AM;;;;;
1095257;Renting;0VYB;ZNN746;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102053753;1363186318;9101181109;MOVISTAR CO;8957123112215168236;LVBV3JBB9NY004108;ZNN746;;Parked;26/12/2025;0;3.231.161.53;10430;Cl80 65-40, Medellin, Antioquia, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;2/25/2023 2:23:03 PM;N;3;;2/8/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1093004;Renting;0U7R;ZNN708;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102533580;4764414207;9103979489;Claro CO;89571016023121576811;LJ11PDBD0N1300657;ZNN708;;Parked;26/12/2025;0;3.231.161.53;10430;Km 16 Vía Espinal Complejo Agroindustrial Cafetero, Ibagué, Tolima, Colombia. 730005;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/30/2022 11:23:23 PM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092886;Renting;0U4H;ZNN704;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102308520;4764413864;9103978242;Claro CO;89571016023121576043;LVBV4JBB4NY003073;ZNN704;;Parked;26/12/2025;0;3.231.161.53;10430;Km 16 Vía Espinal Complejo Agroindustrial Cafetero, Ibagué, Tolima, Colombia. 730005;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;11/20/2022 7:03:53 AM;N;3;;10/12/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092979;Renting;0U72;ZNN703;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102533465;4764414685;9103979470;Claro CO;89571016023121576621;LVBV4JBB8NY003075;ZNN703;;Drive;26/12/2025;0;3.231.161.53;10430;Rovira-87, Ibague, Tolima, Colombia, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/23/2022 10:18:30 AM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092998;Renting;0U7L;ZNN702;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102523573;4764414658;9103978246;Claro CO;89571016023121576084;LVBV4JBB3NY003078;ZNN702;;Drive;26/12/2025;0;3.231.161.53;10430;Av 43-14, Venadillo, Tolima, .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/21/2022 6:04:26 AM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092327;Renting;0TOY;ZNN277;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102295198;4764417114;9104054164;Claro CO;89571016023075938272;LJ11PCBC3L1300568;ZNN277;;Parked;26/12/2025;0;3.231.161.53;10530;Cl11 30-66, Yumbo, Valle Cauca, Colombia, . .;;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;9/3/2022 8:00:15 AM;N;3;;9/1/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092769;Renting;0U18;ZNN276;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102511479;4764412312;9103976985;Claro CO;89571016023121575177;LJ11PCBC1L1300570;ZNN276;;Parked;26/12/2025;0;3.231.161.53;10530;Cl. 80 #65-105 a 65-171, Medellín, Medellín, Antioquia, Colombia. 050040;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/16/2022 8:39:58 PM;N;3;;10/11/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092330;Renting;0TP1;ZNN275;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;354514101596221;4764418064;9104054167;Claro CO;89571016023075938306;LJ11PCBC5L1300569;ZNN275;;Parked;26/12/2025;0;3.231.161.53;10530;Cl11 30-66, Yumbo, Valle Cauca, Colombia, . .;;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;9/3/2022 1:41:55 PM;N;3;;9/1/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1097523;Renting;0XP8;ZNN235;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042440417;S2-M007693-0XP8;9103406245;Claro CO;89571015020119058613;;ZNN235;;Parked;26/12/2025;0;3.231.161.53;10613;16b14 Calle 166 , Bogotá. Bogotá. 110131;3G;307140;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;9/16/2023 8:10:31 PM;N;3;;5/11/2024 12:00:00 AM;;;;;
1089640;Renting;0RMB;ZNN233;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042456652;S2-M007693-0RMB;9103406199;Claro CO;57101602303735612;;ZNN233;;Parked;26/12/2025;0;3.231.161.53;10613;VXRH+XV Líbano, Tolima, Colombia.;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;9/16/2023 4:09:24 PM;N;3;;3/30/2023 12:00:00 AM;;;;;
1095866;Renting;0WF7;ZNN232;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574041327847;S2-M006820-0WF7;9104045405;Claro CO;57101602312161935;;ZNN232;;Parked;26/12/2025;0;3.231.161.53;10613;Kr7 153-41, Bogota, Cundinamarca, Colombia, . .;3G;306263;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;4/26/2023 8:42:48 PM;N;3;;3/31/2024 12:00:00 AM;;;;;
