Message;Status
+RESP:GTPDP,500501,868574042447461,,20250707051946,1E4D$;0x2B524553503A47545044502C3530303530312C3836383537343034323434373436312C2C32303235303730373035313934362C3145344424
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,91,43.4,-74.850445,10.931915,20250707054725,0732,0101,3AA3,BB81807,04,12,58566.9,04773:40:38,,,100,110000,,,,20250707054951,1E4E$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C39312C34332E342C2D37342E3835303434352C31302E3933313931352C32303235303730373035343732352C303733322C303130312C334141332C424238313830372C30342C31322C35383536362E392C30343737333A34303A33382C2C2C3130302C3131303030302C2C2C2C32303235303730373035343935312C3145344524
+RESP:GTPDP,500501,868574042447461,,20250707061953,1E4F$;0x2B524553503A47545044502C3530303530312C3836383537343034323434373436312C2C32303235303730373036313935332C3145344624
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,91,43.4,-74.850445,10.931915,20250707064740,0732,0101,3AA3,BB81807,04,12,58566.9,04773:40:38,,,100,110000,,,,20250707065000,1E50$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C39312C34332E342C2D37342E3835303434352C31302E3933313931352C32303235303730373036343734302C303733322C303130312C334141332C424238313830372C30342C31322C35383536362E392C30343737333A34303A33382C2C2C3130302C3131303030302C2C2C2C32303235303730373036353030302C3145353024
+RESP:GTPDP,500501,868574042447461,,20250707072720,1E51$;0x2B524553503A47545044502C3530303530312C3836383537343034323434373436312C2C32303235303730373037323732302C3145353124
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,91,43.4,-74.850445,10.931915,20250707074803,0732,0101,3AA3,BB81807,04,11,58566.9,04773:40:38,,,100,110000,,,,20250707075010,1E52$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C39312C34332E342C2D37342E3835303434352C31302E3933313931352C32303235303730373037343830332C303733322C303130312C334141332C424238313830372C30342C31312C35383536362E392C30343737333A34303A33382C2C2C3130302C3131303030302C2C2C2C32303235303730373037353031302C3145353224
+RESP:GTPDP,500501,868574042447461,,20250707082012,1E53$;0x2B524553503A47545044502C3530303530312C3836383537343034323434373436312C2C32303235303730373038323031322C3145353324
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,91,43.4,-74.850445,10.931915,20250707084754,0732,0101,3AA3,BB81807,04,12,58566.9,04773:40:38,,,100,110000,,,,20250707085019,1E54$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C39312C34332E342C2D37342E3835303434352C31302E3933313931352C32303235303730373038343735342C303733322C303130312C334141332C424238313830372C30342C31322C35383536362E392C30343737333A34303A33382C2C2C3130302C3131303030302C2C2C2C32303235303730373038353031392C3145353424
+RESP:GTPDP,500501,868574042447461,,20250707092022,1E55$;0x2B524553503A47545044502C3530303530312C3836383537343034323434373436312C2C32303235303730373039323032322C3145353524
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,91,43.4,-74.850445,10.931915,20250707094814,0732,0101,3AA3,BB81806,04,12,58566.9,04773:40:38,,,100,110000,,,,20250707095029,1E56$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C39312C34332E342C2D37342E3835303434352C31302E3933313931352C32303235303730373039343831342C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C30343737333A34303A33382C2C2C3130302C3131303030302C2C2C2C32303235303730373039353032392C3145353624
+RESP:GTPDP,500501,868574042447461,,20250707102032,1E57$;0x2B524553503A47545044502C3530303530312C3836383537343034323434373436312C2C32303235303730373130323033322C3145353724
+RESP:GTIGN,500501,868574042447461,,132380,0,0.0,91,43.4,-74.850445,10.931915,20250707094814,0732,0101,3AA3,BB81806,06,210100,12,04773:40:38,58566.9,20250707103103,1E58$;0x2B524553503A475449474E2C3530303530312C3836383537343034323434373436312C2C3133323338302C302C302E302C39312C34332E342C2D37342E3835303434352C31302E3933313931352C32303235303730373039343831342C303733322C303130312C334141332C424238313830362C30362C3231303130302C31322C30343737333A34303A33382C35383536362E392C32303235303730373130333130332C3145353824
+RESP:GTSTT,500501,868574042447461,,21,0,0.0,91,43.4,-74.850445,10.931915,20250707094814,0732,0101,3AA3,BB81806,06,210100,12,20250707103103,1E59$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C32312C302C302E302C39312C34332E342C2D37342E3835303434352C31302E3933313931352C32303235303730373039343831342C303733322C303130312C334141332C424238313830362C30362C3231303130302C31322C32303235303730373130333130332C3145353924
+RESP:GTIGL,500501,868574042447461,,,01,1,1,0.0,91,95.1,-74.850561,10.931863,20250707103123,0732,0101,3AA3,BB81806,04,12,58566.9,20250707103123,1E5A$;0x2B524553503A475449474C2C3530303530312C3836383537343034323434373436312C2C2C30312C312C312C302E302C39312C39352E312C2D37342E3835303536312C31302E3933313836332C32303235303730373130333132332C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C32303235303730373130333132332C3145354124
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,91,95.1,-74.850561,10.931863,20250707103123,0732,0101,3AA3,BB81806,04,12,58566.9,04773:40:53,,,100,210100,,,,20250707103123,1E5B$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C39312C39352E312C2D37342E3835303536312C31302E3933313836332C32303235303730373130333132332C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C30343737333A34303A35332C2C2C3130302C3231303130302C2C2C2C32303235303730373130333132332C3145354224
+RESP:GTSTT,500501,868574042447461,,22,0,0.0,91,95.1,-74.850561,10.931863,20250707103147,0732,0101,3AA3,BB81806,06,220100,12,20250707103149,1E5C$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C32322C302C302E302C39312C39352E312C2D37342E3835303536312C31302E3933313836332C32303235303730373130333134372C303733322C303130312C334141332C424238313830362C30362C3232303130302C31322C32303235303730373130333134392C3145354324
+RESP:GTSTT,500501,868574042447461,,21,0,0.0,91,95.1,-74.850561,10.931863,20250707103219,0732,0101,3AA3,BB81806,06,210100,12,20250707103219,1E5D$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C32312C302C302E302C39312C39352E312C2D37342E3835303536312C31302E3933313836332C32303235303730373130333231392C303733322C303130312C334141332C424238313830362C30362C3231303130302C31322C32303235303730373130333231392C3145354424
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,91,95.1,-74.850561,10.931863,20250707103219,0732,0101,3AA3,BB81806,04,12,58566.9,04773:41:53,,,100,210100,,,,20250707103221,1E5E$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C39312C39352E312C2D37342E3835303536312C31302E3933313836332C32303235303730373130333231392C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C30343737333A34313A35332C2C2C3130302C3231303130302C2C2C2C32303235303730373130333232312C3145354524
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,91,95.1,-74.850561,10.931863,20250707103319,0732,0101,3AA3,BB81806,04,12,58566.9,04773:42:53,,,100,210100,,,,20250707103321,1E5F$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C39312C39352E312C2D37342E3835303536312C31302E3933313836332C32303235303730373130333331392C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C30343737333A34323A35332C2C2C3130302C3231303130302C2C2C2C32303235303730373130333332312C3145354624
+RESP:GTSTT,500501,868574042447461,,22,0,0.0,91,95.1,-74.850561,10.931863,20250707103322,0732,0101,3AA3,BB81806,06,220000,12,20250707103322,1E60$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C32322C302C302E302C39312C39352E312C2D37342E3835303536312C31302E3933313836332C32303235303730373130333332322C303733322C303130312C334141332C424238313830362C30362C3232303030302C31322C32303235303730373130333332322C3145363024
+RESP:GTIGF,500501,868574042447461,,140,0,0.0,91,95.1,-74.850561,10.931863,20250707103322,0732,0101,3AA3,BB81806,06,120000,12,04773:42:58,58566.9,20250707103323,1E61$;0x2B524553503A47544947462C3530303530312C3836383537343034323434373436312C2C3134302C302C302E302C39312C39352E312C2D37342E3835303536312C31302E3933313836332C32303235303730373130333332322C303733322C303130312C334141332C424238313830362C30362C3132303030302C31322C30343737333A34323A35382C35383536362E392C32303235303730373130333332332C3145363124
+RESP:GTSTT,500501,868574042447461,,12,0,0.0,91,95.1,-74.850561,10.931863,20250707103322,0732,0101,3AA3,BB81806,06,120000,12,20250707103323,1E62$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C31322C302C302E302C39312C39352E312C2D37342E3835303536312C31302E3933313836332C32303235303730373130333332322C303733322C303130312C334141332C424238313830362C30362C3132303030302C31322C32303235303730373130333332332C3145363224
+RESP:GTIGL,500501,868574042447461,,,00,1,1,0.0,91,95.1,-74.850561,10.931863,20250707103327,0732,0101,3AA3,BB81806,04,12,58566.9,20250707103327,1E63$;0x2B524553503A475449474C2C3530303530312C3836383537343034323434373436312C2C2C30302C312C312C302E302C39312C39352E312C2D37342E3835303536312C31302E3933313836332C32303235303730373130333332372C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C32303235303730373130333332372C3145363324
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,91,95.1,-74.850561,10.931863,20250707103327,0732,0101,3AA3,BB81806,04,12,58566.9,04773:42:58,,,100,120000,,,,20250707103327,1E64$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C39312C39352E312C2D37342E3835303536312C31302E3933313836332C32303235303730373130333332372C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C30343737333A34323A35382C2C2C3130302C3132303030302C2C2C2C32303235303730373130333332372C3145363424
+RESP:GTSTT,500501,868574042447461,,11,0,0.0,91,95.1,-74.850561,10.931863,20250707103327,0732,0101,3AA3,BB81806,06,110000,12,20250707103353,1E65$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C31312C302C302E302C39312C39352E312C2D37342E3835303536312C31302E3933313836332C32303235303730373130333332372C303733322C303130312C334141332C424238313830362C30362C3131303030302C31322C32303235303730373130333335332C3145363524
+RESP:GTIGN,500501,868574042447461,,316,0,0.0,91,95.1,-74.850561,10.931863,20250707103327,0732,0101,3AA3,BB81806,06,210100,12,04773:42:58,58566.9,20250707103839,1E66$;0x2B524553503A475449474E2C3530303530312C3836383537343034323434373436312C2C3331362C302C302E302C39312C39352E312C2D37342E3835303536312C31302E3933313836332C32303235303730373130333332372C303733322C303130312C334141332C424238313830362C30362C3231303130302C31322C30343737333A34323A35382C35383536362E392C32303235303730373130333833392C3145363624
+RESP:GTSTT,500501,868574042447461,,21,0,0.0,91,95.1,-74.850561,10.931863,20250707103327,0732,0101,3AA3,BB81806,06,210100,12,20250707103839,1E67$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C32312C302C302E302C39312C39352E312C2D37342E3835303536312C31302E3933313836332C32303235303730373130333332372C303733322C303130312C334141332C424238313830362C30362C3231303130302C31322C32303235303730373130333833392C3145363724
+RESP:GTIGF,500501,868574042447461,,2,0,0.0,91,95.1,-74.850561,10.931863,20250707103327,0732,0101,3AA3,BB81806,06,110000,12,04773:43:00,58566.9,20250707103841,1E68$;0x2B524553503A47544947462C3530303530312C3836383537343034323434373436312C2C322C302C302E302C39312C39352E312C2D37342E3835303536312C31302E3933313836332C32303235303730373130333332372C303733322C303130312C334141332C424238313830362C30362C3131303030302C31322C30343737333A34333A30302C35383536362E392C32303235303730373130333834312C3145363824
+RESP:GTSTT,500501,868574042447461,,11,0,0.0,91,95.1,-74.850561,10.931863,20250707103327,0732,0101,3AA3,BB81806,06,110000,12,20250707103841,1E69$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C31312C302C302E302C39312C39352E312C2D37342E3835303536312C31302E3933313836332C32303235303730373130333332372C303733322C303130312C334141332C424238313830362C30362C3131303030302C31322C32303235303730373130333834312C3145363924
+RESP:GTIGL,500501,868574042447461,,,01,1,1,0.0,91,91.3,-74.850731,10.931754,20250707103849,0732,0101,3AA3,BB81806,04,12,58566.9,20250707103849,1E6A$;0x2B524553503A475449474C2C3530303530312C3836383537343034323434373436312C2C2C30312C312C312C302E302C39312C39312E332C2D37342E3835303733312C31302E3933313735342C32303235303730373130333834392C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C32303235303730373130333834392C3145364124
+RESP:GTIGL,500501,868574042447461,,,00,1,1,0.0,91,91.3,-74.850731,10.931754,20250707103849,0732,0101,3AA3,BB81806,04,12,58566.9,20250707103849,1E6B$;0x2B524553503A475449474C2C3530303530312C3836383537343034323434373436312C2C2C30302C312C312C302E302C39312C39312E332C2D37342E3835303733312C31302E3933313735342C32303235303730373130333834392C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C32303235303730373130333834392C3145364224
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,91,91.3,-74.850731,10.931754,20250707103849,0732,0101,3AA3,BB81806,04,12,58566.9,04773:43:00,,,100,110000,,,,20250707103849,1E6C$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C39312C39312E332C2D37342E3835303733312C31302E3933313735342C32303235303730373130333834392C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C30343737333A34333A30302C2C2C3130302C3131303030302C2C2C2C32303235303730373130333834392C3145364324
+RESP:GTPDP,500501,868574042447461,,20250707110853,1E6D$;0x2B524553503A47545044502C3530303530312C3836383537343034323434373436312C2C32303235303730373131303835332C3145364424
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,91,91.3,-74.850731,10.931754,20250707113619,0732,0101,3AA3,BB81806,04,12,58566.9,04773:43:00,,,100,110000,,,,20250707113857,1E6E$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C39312C39312E332C2D37342E3835303733312C31302E3933313735342C32303235303730373131333631392C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C30343737333A34333A30302C2C2C3130302C3131303030302C2C2C2C32303235303730373131333835372C3145364524
+RESP:GTIGN,500501,868574042447461,,4325,0,0.0,91,91.3,-74.850731,10.931754,20250707113619,0732,0101,3AA3,BB81806,06,220100,12,04773:43:00,58566.9,20250707115046,1E6F$;0x2B524553503A475449474E2C3530303530312C3836383537343034323434373436312C2C343332352C302C302E302C39312C39312E332C2D37342E3835303733312C31302E3933313735342C32303235303730373131333631392C303733322C303130312C334141332C424238313830362C30362C3232303130302C31322C30343737333A34333A30302C35383536362E392C32303235303730373131353034362C3145364624
+RESP:GTSTT,500501,868574042447461,,22,0,0.0,91,91.3,-74.850731,10.931754,20250707113619,0732,0101,3AA3,BB81806,06,220100,12,20250707115046,1E70$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C32322C302C302E302C39312C39312E332C2D37342E3835303733312C31302E3933313735342C32303235303730373131333631392C303733322C303130312C334141332C424238313830362C30362C3232303130302C31322C32303235303730373131353034362C3145373024
+RESP:GTIGL,500501,868574042447461,,,01,1,1,0.0,91,52.0,-74.850517,10.931785,20250707115100,0732,0101,3AA3,BB81806,04,12,58566.9,20250707115100,1E71$;0x2B524553503A475449474C2C3530303530312C3836383537343034323434373436312C2C2C30312C312C312C302E302C39312C35322E302C2D37342E3835303531372C31302E3933313738352C32303235303730373131353130302C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C32303235303730373131353130302C3145373124
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,91,52.0,-74.850517,10.931785,20250707115100,0732,0101,3AA3,BB81806,04,12,58566.9,04773:43:10,,,100,220100,,,,20250707115100,1E72$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C39312C35322E302C2D37342E3835303531372C31302E3933313738352C32303235303730373131353130302C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C30343737333A34333A31302C2C2C3130302C3232303130302C2C2C2C32303235303730373131353130302C3145373224
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,91,50.0,-74.850508,10.931770,20250707115157,0732,0101,3AA3,BB81806,04,12,58566.9,04773:44:10,,,100,220100,,,,20250707115159,1E73$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C39312C35302E302C2D37342E3835303530382C31302E3933313737302C32303235303730373131353135372C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C30343737333A34343A31302C2C2C3130302C3232303130302C2C2C2C32303235303730373131353135392C3145373324
+RESP:GTSTT,500501,868574042447461,,21,0,0.0,91,50.0,-74.850508,10.931770,20250707115206,0732,0101,3AA3,BB81806,06,210100,12,20250707115206,1E74$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C32312C302C302E302C39312C35302E302C2D37342E3835303530382C31302E3933313737302C32303235303730373131353230362C303733322C303130312C334141332C424238313830362C30362C3231303130302C31322C32303235303730373131353230362C3145373424
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,91,50.0,-74.850508,10.931770,20250707115257,0732,0101,3AA3,BB81806,04,12,58566.9,04773:45:10,,,100,210100,,,,20250707115259,1E75$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C39312C35302E302C2D37342E3835303530382C31302E3933313737302C32303235303730373131353235372C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C30343737333A34353A31302C2C2C3130302C3231303130302C2C2C2C32303235303730373131353235392C3145373524
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,91,50.0,-74.850508,10.931770,20250707115357,0732,0101,3AA3,BB81806,04,12,58566.9,04773:46:10,,,100,210100,,,,20250707115359,1E76$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C39312C35302E302C2D37342E3835303530382C31302E3933313737302C32303235303730373131353335372C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C30343737333A34363A31302C2C2C3130302C3231303130302C2C2C2C32303235303730373131353335392C3145373624
+RESP:GTSTT,500501,868574042447461,,22,0,0.0,91,50.0,-74.850508,10.931770,20250707115400,0732,0101,3AA3,BB81806,06,220100,12,20250707115402,1E77$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C32322C302C302E302C39312C35302E302C2D37342E3835303530382C31302E3933313737302C32303235303730373131353430302C303733322C303130312C334141332C424238313830362C30362C3232303130302C31322C32303235303730373131353430322C3145373724
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,91,50.0,-74.850508,10.931770,20250707115457,0732,0101,3AA3,BB81806,04,12,58566.9,04773:47:10,,,100,220100,,,,20250707115459,1E78$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C39312C35302E302C2D37342E3835303530382C31302E3933313737302C32303235303730373131353435372C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C30343737333A34373A31302C2C2C3130302C3232303130302C2C2C2C32303235303730373131353435392C3145373824
+RESP:GTSTT,500501,868574042447461,,21,0,0.0,91,50.0,-74.850508,10.931770,20250707115506,0732,0101,3AA3,BB81806,06,210100,12,20250707115507,1E79$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C32312C302C302E302C39312C35302E302C2D37342E3835303530382C31302E3933313737302C32303235303730373131353530362C303733322C303130312C334141332C424238313830362C30362C3231303130302C31322C32303235303730373131353530372C3145373924
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,91,50.0,-74.850508,10.931770,20250707115557,0732,0101,3AA3,BB81806,04,12,58566.9,04773:48:10,,,100,210100,,,,20250707115559,1E7A$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C39312C35302E302C2D37342E3835303530382C31302E3933313737302C32303235303730373131353535372C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C30343737333A34383A31302C2C2C3130302C3231303130302C2C2C2C32303235303730373131353535392C3145374124
+RESP:GTSTT,500501,868574042447461,,22,0,0.0,91,50.0,-74.850508,10.931770,20250707115612,0732,0101,3AA3,BB81806,06,220000,12,20250707115614,1E7B$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C32322C302C302E302C39312C35302E302C2D37342E3835303530382C31302E3933313737302C32303235303730373131353631322C303733322C303130312C334141332C424238313830362C30362C3232303030302C31322C32303235303730373131353631342C3145374224
+RESP:GTIGF,500501,868574042447461,,333,0,0.0,91,50.0,-74.850508,10.931770,20250707115618,0732,0101,3AA3,BB81806,06,120000,12,04773:48:33,58566.9,20250707115619,1E7C$;0x2B524553503A47544947462C3530303530312C3836383537343034323434373436312C2C3333332C302C302E302C39312C35302E302C2D37342E3835303530382C31302E3933313737302C32303235303730373131353631382C303733322C303130312C334141332C424238313830362C30362C3132303030302C31322C30343737333A34383A33332C35383536362E392C32303235303730373131353631392C3145374324
+RESP:GTSTT,500501,868574042447461,,12,0,0.0,91,50.0,-74.850508,10.931770,20250707115618,0732,0101,3AA3,BB81806,06,120000,12,20250707115619,1E7D$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C31322C302C302E302C39312C35302E302C2D37342E3835303530382C31302E3933313737302C32303235303730373131353631382C303733322C303130312C334141332C424238313830362C30362C3132303030302C31322C32303235303730373131353631392C3145374424
+RESP:GTIGL,500501,868574042447461,,,00,1,1,0.0,91,50.0,-74.850508,10.931770,20250707115623,0732,0101,3AA3,BB81806,04,12,58566.9,20250707115623,1E7E$;0x2B524553503A475449474C2C3530303530312C3836383537343034323434373436312C2C2C30302C312C312C302E302C39312C35302E302C2D37342E3835303530382C31302E3933313737302C32303235303730373131353632332C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C32303235303730373131353632332C3145374524
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,91,50.0,-74.850508,10.931770,20250707115623,0732,0101,3AA3,BB81806,04,12,58566.9,04773:48:33,,,100,120000,,,,20250707115623,1E7F$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C39312C35302E302C2D37342E3835303530382C31302E3933313737302C32303235303730373131353632332C303733322C303130312C334141332C424238313830362C30342C31322C35383536362E392C30343737333A34383A33332C2C2C3130302C3132303030302C2C2C2C32303235303730373131353632332C3145374624
+RESP:GTSTT,500501,868574042447461,,11,0,0.0,91,50.0,-74.850508,10.931770,20250707115623,0732,0101,3AA3,BB81806,06,110000,12,20250707115644,1E80$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C31312C302C302E302C39312C35302E302C2D37342E3835303530382C31302E3933313737302C32303235303730373131353632332C303733322C303130312C334141332C424238313830362C30362C3131303030302C31322C32303235303730373131353634342C3145383024
+RESP:GTPDP,500501,868574042447461,,20250707122647,1E81$;0x2B524553503A47545044502C3530303530312C3836383537343034323434373436312C2C32303235303730373132323634372C3145383124
+RESP:GTIGN,500501,868574042447461,,2287,0,0.0,91,50.0,-74.850508,10.931770,20250707115623,0732,0101,3AA3,BB81806,06,210100,12,04773:48:33,58566.9,20250707123426,1E82$;0x2B524553503A475449474E2C3530303530312C3836383537343034323434373436312C2C323238372C302C302E302C39312C35302E302C2D37342E3835303530382C31302E3933313737302C32303235303730373131353632332C303733322C303130312C334141332C424238313830362C30362C3231303130302C31322C30343737333A34383A33332C35383536362E392C32303235303730373132333432362C3145383224
+RESP:GTSTT,500501,868574042447461,,21,0,0.0,91,50.0,-74.850508,10.931770,20250707115623,0732,0101,3AA3,BB81806,06,210100,12,20250707123426,1E83$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C32312C302C302E302C39312C35302E302C2D37342E3835303530382C31302E3933313737302C32303235303730373131353632332C303733322C303130312C334141332C424238313830362C30362C3231303130302C31322C32303235303730373132333432362C3145383324
