textbox12,UnitName,Textbox3,EventTime,GeofenceName,GeofenceEvent1,Textbox4
Grupo: ,Unidad:SRR902,,1/06/2025 5:18:43 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,1/06/2025 5:41:03 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,1/06/2025 5:41:36 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,1/06/2025 8:24:32 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,1/06/2025 8:25:32 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,1/06/2025 9:33:48 a.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,1/06/2025 9:34:48 a.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,1/06/2025 10:40:00 a.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,1/06/2025 10:40:43 a.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,1/06/2025 11:57:51 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,1/06/2025 11:58:51 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,1/06/2025 2:11:40 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,1/06/2025 2:25:41 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,1/06/2025 6:54:14 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,1/06/2025 7:12:53 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,1/06/2025 8:33:02 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,1/06/2025 8:33:27 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,2/06/2025 6:28:18 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,2/06/2025 6:29:30 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,2/06/2025 12:52:11 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,2/06/2025 12:54:50 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,2/06/2025 2:46:48 p.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",ENTRADA,
Grupo: ,Unidad:SRR902,,2/06/2025 2:47:13 p.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",SALIDA,
Grupo: ,Unidad:SRR902,,2/06/2025 4:16:50 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,2/06/2025 4:18:50 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,2/06/2025 4:45:55 p.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,2/06/2025 4:46:51 p.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,2/06/2025 5:39:52 p.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,2/06/2025 5:40:52 p.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,3/06/2025 6:06:04 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,3/06/2025 6:06:37 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,3/06/2025 6:22:38 a.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,3/06/2025 6:22:56 a.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,3/06/2025 6:53:48 a.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,3/06/2025 6:54:48 a.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,3/06/2025 8:50:41 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,3/06/2025 10:07:43 a.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,3/06/2025 10:08:10 a.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,3/06/2025 10:44:43 a.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,3/06/2025 11:01:44 a.m.,10.- Clinica San Jose de Torices : cartagena barrio torice cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,3/06/2025 11:02:28 a.m.,10.- Clinica San Jose de Torices : cartagena barrio torice cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,3/06/2025 11:46:44 a.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",ENTRADA,
Grupo: ,Unidad:SRR902,,3/06/2025 11:47:16 a.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",SALIDA,
Grupo: ,Unidad:SRR902,,3/06/2025 12:40:46 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,3/06/2025 12:52:44 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,3/06/2025 1:13:31 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,3/06/2025 1:45:32 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,3/06/2025 2:20:28 p.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,4/06/2025 1:38:39 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,4/06/2025 4:42:38 p.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,4/06/2025 4:43:20 p.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,4/06/2025 6:19:39 p.m.,"9.- Olimpica Bocagrande Cra. 3º : Tr54, Cartagena, Bolivar",ENTRADA,
Grupo: ,Unidad:SRR902,,4/06/2025 6:20:39 p.m.,"9.- Olimpica Bocagrande Cra. 3º : Tr54-64, Cartagena, Bolivar",SALIDA,
Grupo: ,Unidad:SRR902,,4/06/2025 7:47:41 p.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",ENTRADA,
Grupo: ,Unidad:SRR902,,4/06/2025 7:48:09 p.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",SALIDA,
Grupo: ,Unidad:SRR902,,4/06/2025 8:08:41 p.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,4/06/2025 8:08:41 p.m.,prueba mon,ENTRADA,
Grupo: ,Unidad:SRR902,,4/06/2025 8:09:41 p.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,4/06/2025 8:09:41 p.m.,prueba mon,SALIDA,
Grupo: ,Unidad:SRR902,,6/06/2025 7:42:56 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,6/06/2025 7:43:04 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,6/06/2025 8:48:15 a.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,6/06/2025 8:48:46 a.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,6/06/2025 10:04:28 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,6/06/2025 10:05:58 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,6/06/2025 11:28:10 a.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,6/06/2025 11:39:11 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,6/06/2025 11:39:11 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,6/06/2025 12:11:24 p.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,6/06/2025 12:11:47 p.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,6/06/2025 2:00:48 p.m.,12.- Estbas del Bosque. : cartagena bosque cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,6/06/2025 2:01:29 p.m.,12.- Estbas del Bosque. : cartagena bosque cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,6/06/2025 5:21:26 p.m.,"8.- Parque Espiritu del Manglar : Cl26 17-47, Cartagena, Bolivar",ENTRADA,
Grupo: ,Unidad:SRR902,,6/06/2025 5:22:26 p.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,6/06/2025 6:04:37 p.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,6/06/2025 6:06:03 p.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,7/06/2025 5:07:46 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,7/06/2025 5:08:46 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,7/06/2025 5:46:58 a.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,7/06/2025 5:47:24 a.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,7/06/2025 7:08:00 a.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",ENTRADA,
Grupo: ,Unidad:SRR902,,7/06/2025 7:08:25 a.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",SALIDA,
Grupo: ,Unidad:SRR902,,7/06/2025 8:26:02 a.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,7/06/2025 8:27:02 a.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,7/06/2025 8:34:44 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,7/06/2025 8:35:02 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,7/06/2025 10:06:04 a.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,7/06/2025 12:01:07 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,7/06/2025 12:33:08 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,7/06/2025 12:47:03 p.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,7/06/2025 12:48:03 p.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,7/06/2025 12:55:15 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,7/06/2025 12:56:13 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,7/06/2025 3:44:11 p.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",ENTRADA,
Grupo: ,Unidad:SRR902,,7/06/2025 3:44:50 p.m.,"5.,- Entrada a Blas de Lezo : Caribbean Sea, Cartagena",SALIDA,
Grupo: ,Unidad:SRR902,,7/06/2025 4:03:11 p.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,7/06/2025 4:04:11 p.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,7/06/2025 4:40:12 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,7/06/2025 5:03:13 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,7/06/2025 5:35:13 p.m.,prueba mon,ENTRADA,
Grupo: ,Unidad:SRR902,,7/06/2025 5:36:13 p.m.,prueba mon,SALIDA,
Grupo: ,Unidad:SRR902,,7/06/2025 5:38:14 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,7/06/2025 5:39:13 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,7/06/2025 6:23:44 p.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,7/06/2025 6:23:59 p.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,7/06/2025 6:43:14 p.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,7/06/2025 6:44:02 p.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,7/06/2025 7:36:15 p.m.,11.- Avenida del Lago : cartagena avenida el lago cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,7/06/2025 7:37:05 p.m.,11.- Avenida del Lago : cartagena avenida el lago cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,7/06/2025 8:10:16 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,7/06/2025 8:11:16 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,8/06/2025 6:39:45 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,8/06/2025 6:41:17 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,8/06/2025 7:06:13 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,8/06/2025 7:06:43 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,8/06/2025 7:51:14 a.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,8/06/2025 7:52:13 a.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,8/06/2025 8:49:15 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,8/06/2025 8:50:15 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,8/06/2025 9:53:07 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,8/06/2025 9:53:07 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,8/06/2025 9:54:06 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,8/06/2025 9:55:06 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,8/06/2025 10:22:01 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,8/06/2025 10:22:17 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,8/06/2025 11:46:09 a.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",ENTRADA,
Grupo: ,Unidad:SRR902,,8/06/2025 11:46:21 a.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",SALIDA,
Grupo: ,Unidad:SRR902,,8/06/2025 12:05:09 p.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,8/06/2025 12:06:09 p.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,8/06/2025 1:00:10 p.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,8/06/2025 1:01:10 p.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,8/06/2025 1:07:10 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,8/06/2025 1:08:10 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,8/06/2025 3:19:13 p.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,8/06/2025 3:19:13 p.m.,prueba mon,ENTRADA,
Grupo: ,Unidad:SRR902,,8/06/2025 3:20:13 p.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,8/06/2025 3:20:13 p.m.,prueba mon,SALIDA,
Grupo: ,Unidad:SRR902,,8/06/2025 4:29:14 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,8/06/2025 4:30:14 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,8/06/2025 7:16:05 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,8/06/2025 7:16:17 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,9/06/2025 8:36:00 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,9/06/2025 8:37:00 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,9/06/2025 1:14:03 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,9/06/2025 1:14:06 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,9/06/2025 1:17:27 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,9/06/2025 1:48:12 p.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,9/06/2025 1:49:12 p.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,9/06/2025 3:31:47 p.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,9/06/2025 5:19:49 p.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,9/06/2025 5:19:49 p.m.,prueba mon,ENTRADA,
Grupo: ,Unidad:SRR902,,9/06/2025 5:20:20 p.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,9/06/2025 5:20:20 p.m.,prueba mon,SALIDA,
Grupo: ,Unidad:SRR902,,9/06/2025 5:56:26 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,9/06/2025 6:28:03 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,10/06/2025 6:09:15 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,10/06/2025 6:29:00 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,10/06/2025 6:44:50 a.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,10/06/2025 7:19:51 a.m.,6.- Seguro Social : cartagena traversal 54 cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,10/06/2025 7:21:51 a.m.,6.- Seguro Social : cartagena traversal 54 cartagena,SALIDA,
Grupo: ,Unidad:SRR902,,10/06/2025 9:21:53 a.m.,12.- Estbas del Bosque. : cartagena bosque cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,10/06/2025 9:37:53 a.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",ENTRADA,
Grupo: ,Unidad:SRR902,,10/06/2025 10:54:55 a.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,ENTRADA,
Grupo: ,Unidad:SRR902,,10/06/2025 10:55:55 a.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,SALIDA,
