,Created,Message,Status
94,2025-05-18 00:54:57.944,"+RESP:GTGEO,500700,868574042858816,,,61,1,1,26.5,67,15.3,-75.488812,10.390827,20250518005457,0732,0101,3AB6,BBAAD8B,04,12,37791.8,20250518005457,1F0B$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C36312C312C312C32362E352C36372C31352E332C2D37352E3438383831322C31302E3339303832372C32303235303531383030353435372C303733322C303130312C334142362C424241414438422C30342C31322C33373739312E382C32303235303531383030353435372C3146304224
100,2025-05-18 00:56:03.028,"+RESP:GTGEO,500700,868574042858816,,,60,1,1,15.7,149,16.3,-75.488160,10.390762,20250518005600,0732,0101,3AB6,BBAAED1,04,12,37791.9,20250518005600,1F11$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C36302C312C312C31352E372C3134392C31362E332C2D37352E3438383136302C31302E3339303736322C32303235303531383030353630302C303733322C303130312C334142362C424241414544312C30342C31322C33373739312E392C32303235303531383030353630302C3146313124
132,2025-05-18 01:15:48.672,"+RESP:GTGEO,500700,868574042858816,,,51,1,1,22.6,1,22.8,-75.471511,10.378218,20250518011548,0732,0101,3AB6,BBA430A,04,12,37796.8,20250518011547,1F31$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C35312C312C312C32322E362C312C32322E382C2D37352E3437313531312C31302E3337383231382C32303235303531383031313534382C303733322C303130312C334142362C424241343330412C30342C31322C33373739362E382C32303235303531383031313534372C3146333124
134,2025-05-18 01:16:18.913,"+RESP:GTGEO,500700,868574042858816,,,50,1,1,18.5,29,23.2,-75.471349,10.378971,20250518011618,0732,0101,3AB6,BBAAEED,04,12,37796.9,20250518011618,1F33$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C35302C312C312C31382E352C32392C32332E322C2D37352E3437313334392C31302E3337383937312C32303235303531383031313631382C303733322C303130312C334142362C424241414545442C30342C31322C33373739362E392C32303235303531383031313631382C3146333324
147,2025-05-18 01:23:18.108,"+RESP:GTGEO,500700,868574042858816,,,31,1,1,38.6,136,21.8,-75.459121,10.375056,20250518012317,0732,0101,3AB6,BBA4308,04,12,37799.2,20250518012317,1F40$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33312C312C312C33382E362C3133362C32312E382C2D37352E3435393132312C31302E3337353035362C32303235303531383031323331372C303733322C303130312C334142362C424241343330382C30342C31322C33373739392E322C32303235303531383031323331372C3146343024
148,2025-05-18 01:23:26.318,"+RESP:GTGEO,500700,868574042858816,,,30,1,1,44.1,128,21.7,-75.458399,10.374431,20250518012326,0732,0101,3AB6,BBAAF67,04,12,37799.3,20250518012326,1F41$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33302C312C312C34342E312C3132382C32312E372C2D37352E3435383339392C31302E3337343433312C32303235303531383031323332362C303733322C303130312C334142362C424241414636372C30342C31322C33373739392E332C32303235303531383031323332362C3146343124
206,2025-05-18 01:46:55.155,"+RESP:GTGEO,500700,868574042858816,,,01,1,1,13.9,356,11.0,-75.456941,10.401573,20250518014654,0732,0101,3AB6,BBACE24,04,12,37807.8,20250518014653,1F6F$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C30312C312C312C31332E392C3335362C31312E302C2D37352E3435363934312C31302E3430313537332C32303235303531383031343635342C303733322C303130312C334142362C424241434532342C30342C31322C33373830372E382C32303235303531383031343635332C3146364624
208,2025-05-18 01:49:03.292,"+RESP:GTGEO,500700,868574042858816,,,00,1,1,6.0,330,14.1,-75.457307,10.402348,20250518014903,0732,0101,3AB6,BBACE24,04,12,37807.9,20250518014903,1F71$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C30302C312C312C362E302C3333302C31342E312C2D37352E3435373330372C31302E3430323334382C32303235303531383031343930332C303733322C303130312C334142362C424241434532342C30342C31322C33373830372E392C32303235303531383031343930332C3146373124
298,2025-05-18 11:18:05.527,"+RESP:GTGEO,500700,868574042858816,,,01,1,1,7.8,358,15.4,-75.456998,10.401685,20250518111924,0732,0101,3AB6,BBACE24,04,12,37818.3,20250518111924,1FCB$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C30312C312C312C372E382C3335382C31352E342C2D37352E3435363939382C31302E3430313638352C32303235303531383131313932342C303733322C303130312C334142362C424241434532342C30342C31322C33373831382E332C32303235303531383131313932342C3146434224
360,2025-05-18 12:11:46.092,"+RESP:GTGEO,500700,868574042858816,,,00,1,1,13.1,328,10.9,-75.457388,10.402443,20250518121305,0732,0101,3AB6,BBACE24,04,12,37818.5,20250518121305,2009$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C30302C312C312C31332E312C3332382C31302E392C2D37352E3435373338382C31302E3430323434332C32303235303531383132313330352C303733322C303130312C334142362C424241434532342C30342C31322C33373831382E352C32303235303531383132313330352C3230303924
380,2025-05-18 12:22:31.238,"+RESP:GTGEO,500700,868574042858816,,,31,1,1,2.8,314,18.2,-75.458657,10.374814,20250518122350,0732,0101,3AB6,BBAAF67,04,12,37824.5,20250518122350,201D$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33312C312C312C322E382C3331342C31382E322C2D37352E3435383635372C31302E3337343831342C32303235303531383132323335302C303733322C303130312C334142362C424241414636372C30342C31322C33373832342E352C32303235303531383132323335302C3230314424
381,2025-05-18 12:22:57.106,"+RESP:GTGEO,500700,868574042858816,,,30,1,1,27.7,317,18.0,-75.459267,10.375376,20250518122414,0732,0101,3AB6,BBA4308,04,12,37824.6,20250518122414,201E$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33302C312C312C32372E372C3331372C31382E302C2D37352E3435393236372C31302E3337353337362C32303235303531383132323431342C303733322C303130312C334142362C424241343330382C30342C31322C33373832342E362C32303235303531383132323431342C3230314524
392,2025-05-18 12:29:15.528,"+RESP:GTGEO,500700,868574042858816,,,51,1,1,2.5,215,17.4,-75.471466,10.378832,20250518123035,0732,0101,3AB6,BBAAEED,04,12,37826.9,20250518123035,2029$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C35312C312C312C322E352C3231352C31372E342C2D37352E3437313436362C31302E3337383833322C32303235303531383132333033352C303733322C303130312C334142362C424241414545442C30342C31322C33373832362E392C32303235303531383132333033352C3230323924
397,2025-05-18 12:31:21.958,"+RESP:GTGEO,500700,868574042858816,,,50,1,1,8.5,183,16.6,-75.471526,10.377869,20250518123241,0732,0101,3AB6,BBA3F84,04,12,37827.0,20250518123241,202E$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C35302C312C312C382E352C3138332C31362E362C2D37352E3437313532362C31302E3337373836392C32303235303531383132333234312C303733322C303130312C334142362C424241334638342C30342C31322C33373832372E302C32303235303531383132333234312C3230324524
421,2025-05-18 12:46:15.680,"+RESP:GTGEO,500700,868574042858816,,,61,1,1,27.1,272,20.3,-75.488440,10.391065,20250518124735,0732,0101,3AB6,BBAAED1,04,12,37831.3,20250518124735,2046$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C36312C312C312C32372E312C3237322C32302E332C2D37352E3438383434302C31302E3339313036352C32303235303531383132343733352C303733322C303130312C334142362C424241414544312C30342C31322C33373833312E332C32303235303531383132343733352C3230343624
424,2025-05-18 12:46:24.212,"+RESP:GTGEO,500700,868574042858816,,,60,1,1,48.9,250,18.9,-75.489307,10.390710,20250518124744,0732,0101,3AB6,BBACDFB,04,12,37831.4,20250518124743,2049$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C36302C312C312C34382E392C3235302C31382E392C2D37352E3438393330372C31302E3339303731302C32303235303531383132343734342C303733322C303130312C334142362C424241434446422C30342C31322C33373833312E342C32303235303531383132343734332C3230343924
427,2025-05-18 12:48:24.975,"+RESP:GTGEO,500700,868574042858816,,,71,1,1,43.8,259,10.2,-75.501816,10.388629,20250518124944,0732,0101,3AB6,BBA422D,04,12,37832.8,20250518124944,204C$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C37312C312C312C34332E382C3235392C31302E322C2D37352E3530313831362C31302E3338383632392C32303235303531383132343934342C303733322C303130312C334142362C424241343232442C30342C31322C33373833322E382C32303235303531383132343934342C3230344324
428,2025-05-18 12:48:31.710,"+RESP:GTGEO,500700,868574042858816,,,70,1,1,43.7,257,9.5,-75.502514,10.388482,20250518124950,0732,0101,3AB6,BBA422D,04,12,37832.9,20250518124950,204D$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C37302C312C312C34332E372C3235372C392E352C2D37352E3530323531342C31302E3338383438322C32303235303531383132343935302C303733322C303130312C334142362C424241343232442C30342C31322C33373833322E392C32303235303531383132343935302C3230344424
452,2025-05-18 13:01:51.899,"+RESP:GTGEO,500700,868574042858816,,,81,1,1,43.2,304,7.1,-75.526183,10.406513,20250518130311,0732,0101,3AB6,BBAAF20,04,12,37837.7,20250518130311,2065$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38312C312C312C34332E322C3330342C372E312C2D37352E3532363138332C31302E3430363531332C32303235303531383133303331312C303733322C303130312C334142362C424241414632302C30342C31322C33373833372E372C32303235303531383133303331312C3230363524
453,2025-05-18 13:01:54.151,"+RESP:GTGEO,500700,868574042858816,,,80,1,1,27.4,306,6.6,-75.526392,10.406659,20250518130314,0732,0101,3AB6,BBAAF20,04,12,37837.7,20250518130314,2066$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38302C312C312C32372E342C3330362C362E362C2D37352E3532363339322C31302E3430363635392C32303235303531383133303331342C303733322C303130312C334142362C424241414632302C30342C31322C33373833372E372C32303235303531383133303331342C3230363624
484,2025-05-18 13:15:15.457,"+RESP:GTGEO,500700,868574042858816,,,91,1,1,26.4,307,6.3,-75.541887,10.427218,20250518131635,0732,0101,3AB6,BBA392D,04,12,37842.4,20250518131635,2085$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C39312C312C312C32362E342C3330372C362E332C2D37352E3534313838372C31302E3432373231382C32303235303531383133313633352C303733322C303130312C334142362C424241333932442C30342C31322C33373834322E342C32303235303531383133313633352C3230383524
486,2025-05-18 13:16:21.767,"+RESP:GTGEO,500700,868574042858816,,,90,1,1,15.5,283,6.4,-75.542522,10.427453,20250518131741,0732,0101,3AB6,BBAAE7F,04,12,37842.5,20250518131741,2087$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C39302C312C312C31352E352C3238332C362E342C2D37352E3534323532322C31302E3432373435332C32303235303531383133313734312C303733322C303130312C334142362C424241414537462C30342C31322C33373834322E352C32303235303531383133313734312C3230383724
532,2025-05-18 13:41:21.257,"+RESP:GTGEO,500700,868574042858816,,,A1,1,1,27.3,53,5.0,-75.557253,10.399708,20250518134241,0732,0101,3AB6,BBAAF5B,04,12,37851.4,20250518134241,20B5$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C41312C312C312C32372E332C35332C352E302C2D37352E3535373235332C31302E3339393730382C32303235303531383133343234312C303733322C303130312C334142362C424241414635422C30342C31322C33373835312E342C32303235303531383133343234312C3230423524
533,2025-05-18 13:41:52.235,"+RESP:GTGEO,500700,868574042858816,,,A0,1,1,34.4,42,7.2,-75.556563,10.400371,20250518134311,0732,0101,3AB6,BBAAC99,04,12,37851.5,20250518134311,20B6$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C41302C312C312C33342E342C34322C372E322C2D37352E3535363536332C31302E3430303337312C32303235303531383133343331312C303733322C303130312C334142362C424241414339392C30342C31322C33373835312E352C32303235303531383133343331312C3230423624
554,2025-05-18 13:54:07.833,"+RESP:GTGEO,500700,868574042858816,,,11,1,1,18.7,242,10.4,-75.534840,10.432484,20250518135527,0732,0101,3AB6,BBAAF0D,04,12,37857.5,20250518135527,20CB$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C31312C312C312C31382E372C3234322C31302E342C2D37352E3533343834302C31302E3433323438342C32303235303531383133353532372C303733322C303130312C334142362C424241414630442C30342C31322C33373835372E352C32303235303531383133353532372C3230434224
556,2025-05-18 13:54:25.766,"+RESP:GTGEO,500700,868574042858816,,,10,1,1,18.4,231,10.2,-75.535536,10.431992,20250518135545,0732,0101,3AB6,BBAAF0D,04,12,37857.6,20250518135545,20CD$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C31302C312C312C31382E342C3233312C31302E322C2D37352E3533353533362C31302E3433313939322C32303235303531383133353534352C303733322C303130312C334142362C424241414630442C30342C31322C33373835372E362C32303235303531383133353534352C3230434424
579,2025-05-18 14:05:58.525,"+RESP:GTGEO,500700,868574042858816,,,C1,1,1,26.2,92,12.9,-75.538400,10.419703,20250518140718,0732,0101,3AB6,BBA3EBC,04,12,37859.4,20250518140717,20E4$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C43312C312C312C32362E322C39322C31322E392C2D37352E3533383430302C31302E3431393730332C32303235303531383134303731382C303733322C303130312C334142362C424241334542432C30342C31322C33373835392E342C32303235303531383134303731372C3230453424
580,2025-05-18 14:06:13.631,"+RESP:GTGEO,500700,868574042858816,,,C0,1,1,23.9,83,11.5,-75.537421,10.419717,20250518140733,0732,0101,3AB6,BBAD216,04,12,37859.5,20250518140733,20E5$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C43302C312C312C32332E392C38332C31312E352C2D37352E3533373432312C31302E3431393731372C32303235303531383134303733332C303733322C303130312C334142362C424241443231362C30342C31322C33373835392E352C32303235303531383134303733332C3230453524
611,2025-05-18 14:18:43.035,"+RESP:GTGEO,500700,868574042858816,,,81,1,1,41.9,112,9.9,-75.526066,10.406170,20250518142002,0732,0101,3AAC,BBAAF20,04,12,37863.2,20250518142002,2104$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38312C312C312C34312E392C3131322C392E392C2D37352E3532363036362C31302E3430363137302C32303235303531383134323030322C303733322C303130312C334141432C424241414632302C30342C31322C33373836332E322C32303235303531383134323030322C3231303424
612,2025-05-18 14:18:48.760,"+RESP:GTGEO,500700,868574042858816,,,80,1,1,45.6,113,11.6,-75.525461,10.405918,20250518142008,0732,0101,3AAC,BBAAF20,04,12,37863.3,20250518142008,2105$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38302C312C312C34352E362C3131332C31312E362C2D37352E3532353436312C31302E3430353931382C32303235303531383134323030382C303733322C303130312C334141432C424241414632302C30342C31322C33373836332E332C32303235303531383134323030382C3231303524
615,2025-05-18 14:19:28.058,"+RESP:GTGEO,500700,868574042858816,,,21,1,1,4.6,120,6.4,-75.521611,10.405224,20250518142047,0732,0101,3AAC,BBA40A8,04,12,37863.7,20250518142047,2108$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C32312C312C312C342E362C3132302C362E342C2D37352E3532313631312C31302E3430353232342C32303235303531383134323034372C303733322C303130312C334141432C424241343041382C30342C31322C33373836332E372C32303235303531383134323034372C3231303824
617,2025-05-18 14:19:42.714,"+RESP:GTGEO,500700,868574042858816,,,20,1,1,46.6,183,7.2,-75.521464,10.404089,20250518142102,0732,0101,3AAC,BBA40A8,04,12,37863.9,20250518142102,210A$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C32302C312C312C34362E362C3138332C372E322C2D37352E3532313436342C31302E3430343038392C32303235303531383134323130322C303733322C303130312C334141432C424241343041382C30342C31322C33373836332E392C32303235303531383134323130322C3231304124
633,2025-05-18 14:27:08.239,"+RESP:GTGEO,500700,868574042858816,,,71,1,1,31.5,68,7.1,-75.502337,10.388364,20250518142828,0732,0101,3AAC,BBAD163,04,12,37869.2,20250518142828,211A$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C37312C312C312C33312E352C36382C372E312C2D37352E3530323333372C31302E3338383336342C32303235303531383134323832382C303733322C303130312C334141432C424241443136332C30342C31322C33373836392E322C32303235303531383134323832382C3231314124
635,2025-05-18 14:27:17.320,"+RESP:GTGEO,500700,868574042858816,,,70,1,1,48.2,79,8.1,-75.501430,10.388564,20250518142837,0732,0101,3AAC,BBA422D,04,12,37869.3,20250518142837,211C$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C37302C312C312C34382E322C37392C382E312C2D37352E3530313433302C31302E3338383536342C32303235303531383134323833372C303733322C303130312C334141432C424241343232442C30342C31322C33373836392E332C32303235303531383134323833372C3231314324
639,2025-05-18 14:29:26.524,"+RESP:GTGEO,500700,868574042858816,,,61,1,1,46.4,68,17.5,-75.488915,10.390788,20250518143046,0732,0101,3AAC,BBAAD8C,04,12,37870.7,20250518143046,2120$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C36312C312C312C34362E342C36382C31372E352C2D37352E3438383931352C31302E3339303738382C32303235303531383134333034362C303733322C303130312C334141432C424241414438432C30342C31322C33373837302E372C32303235303531383134333034362C3231323024
641,2025-05-18 14:29:41.371,"+RESP:GTGEO,500700,868574042858816,,,60,1,1,24.0,141,17.5,-75.488136,10.390712,20250518143101,0732,0101,3AAC,BBAAED1,04,12,37870.8,20250518143101,2122$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C36302C312C312C32342E302C3134312C31372E352C2D37352E3438383133362C31302E3339303731322C32303235303531383134333130312C303733322C303130312C334141432C424241414544312C30342C31322C33373837302E382C32303235303531383134333130312C3231323224
664,2025-05-18 14:41:43.482,"+RESP:GTGEO,500700,868574042858816,,,51,1,1,4.1,2,15.4,-75.471518,10.378116,20250518144302,0732,0101,3AAC,BBA3F84,04,12,37875.7,20250518144302,2139$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C35312C312C312C342E312C322C31352E342C2D37352E3437313531382C31302E3337383131362C32303235303531383134343330322C303733322C303130312C334141432C424241334638342C30342C31322C33373837352E372C32303235303531383134343330322C3231333924
666,2025-05-18 14:42:18.234,"+RESP:GTGEO,500700,868574042858816,,,50,1,1,21.1,30,12.5,-75.471292,10.378992,20250518144338,0732,0101,3AAC,BBAADA0,04,12,37875.8,20250518144338,213B$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C35302C312C312C32312E312C33302C31322E352C2D37352E3437313239322C31302E3337383939322C32303235303531383134343333382C303733322C303130312C334141432C424241414441302C30342C31322C33373837352E382C32303235303531383134343333382C3231334224
682,2025-05-18 14:48:46.603,"+RESP:GTGEO,500700,868574042858816,,,31,1,1,48.1,135,16.6,-75.458956,10.374920,20250518144953,0732,0101,3AB6,BBA4308,04,12,37878.2,20250518144953,2147$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33312C312C312C34382E312C3133352C31362E362C2D37352E3435383935362C31302E3337343932302C32303235303531383134343935332C303733322C303130312C334142362C424241343330382C30342C31322C33373837382E322C32303235303531383134343935332C3231343724
683,2025-05-18 14:48:55.254,"+RESP:GTGEO,500700,868574042858816,,,30,1,1,50.8,128,17.3,-75.458096,10.374208,20250518145002,0732,0101,3AB6,BBAAF67,04,12,37878.3,20250518145002,2148$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33302C312C312C35302E382C3132382C31372E332C2D37352E3435383039362C31302E3337343230382C32303235303531383134353030322C303733322C303130312C334142362C424241414636372C30342C31322C33373837382E332C32303235303531383134353030322C3231343824
718,2025-05-18 15:01:40.818,"+RESP:GTGEO,500700,868574042858816,,,01,1,1,10.5,325,6.8,-75.456956,10.401557,20250518150247,0732,0101,3AB6,BBACE24,04,12,37886.6,20250518150247,216B$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C30312C312C312C31302E352C3332352C362E382C2D37352E3435363935362C31302E3430313535372C32303235303531383135303234372C303733322C303130312C334142362C424241434532342C30342C31322C33373838362E362C32303235303531383135303234372C3231364224
720,2025-05-18 15:01:52.786,"+RESP:GTGEO,500700,868574042858816,,,00,1,1,3.4,301,8.0,-75.457391,10.401812,20250518150259,0732,0101,3AB6,BBACE24,04,12,37886.7,20250518150259,216D$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C30302C312C312C332E342C3330312C382E302C2D37352E3435373339312C31302E3430313831322C32303235303531383135303235392C303733322C303130312C334142362C424241434532342C30342C31322C33373838362E372C32303235303531383135303235392C3231364424
784,2025-05-18 15:38:32.478,"+RESP:GTGEO,500700,868574042858816,,,31,1,1,16.7,304,24.0,-75.458507,10.374642,20250518153939,0732,0101,3AB6,BBAAF67,04,12,37893.0,20250518153939,21AD$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33312C312C312C31362E372C3330342C32342E302C2D37352E3435383530372C31302E3337343634322C32303235303531383135333933392C303733322C303130312C334142362C424241414636372C30342C31322C33373839332E302C32303235303531383135333933392C3231414424
785,2025-05-18 15:38:48.187,"+RESP:GTGEO,500700,868574042858816,,,30,1,1,31.2,319,24.9,-75.459164,10.375281,20250518153954,0732,0101,3AB6,BBAAF67,04,12,37893.1,20250518153954,21AE$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33302C312C312C33312E322C3331392C32342E392C2D37352E3435393136342C31302E3337353238312C32303235303531383135333935342C303733322C303130312C334142362C424241414636372C30342C31322C33373839332E312C32303235303531383135333935342C3231414524
795,2025-05-18 15:44:10.227,"+RESP:GTGEO,500700,868574042858816,,,51,1,1,15.8,195,22.6,-75.471488,10.378698,20250518154515,0732,0101,3AB6,BBA3F84,04,12,37895.5,20250518154515,21B8$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C35312C312C312C31352E382C3139352C32322E362C2D37352E3437313438382C31302E3337383639382C32303235303531383135343531352C303733322C303130312C334142362C424241334638342C30342C31322C33373839352E352C32303235303531383135343531352C3231423824
798,2025-05-18 15:45:32.623,"+RESP:GTGEO,500700,868574042858816,,,50,1,1,10.7,182,21.9,-75.471519,10.377997,20250518154639,0732,0101,3AB6,BBA430A,04,12,37895.6,20250518154639,21BB$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C35302C312C312C31302E372C3138322C32312E392C2D37352E3437313531392C31302E3337373939372C32303235303531383135343633392C303733322C303130312C334142362C424241343330412C30342C31322C33373839352E362C32303235303531383135343633392C3231424224
819,2025-05-18 15:58:38.738,"+RESP:GTGEO,500700,868574042858816,,,61,1,1,28.7,293,16.7,-75.488386,10.391072,20250518155945,0732,0101,3AB6,BBAAED1,04,12,37899.9,20250518155945,21D0$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C36312C312C312C32382E372C3239332C31362E372C2D37352E3438383338362C31302E3339313037322C32303235303531383135353934352C303733322C303130312C334142362C424241414544312C30342C31322C33373839392E392C32303235303531383135353934352C3231443024
