,Created,Message,Status
2240,2025-05-24 15:44:25.332,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,56.5,177,11.1,-75.446013,10.401431,20250524154531,0732,0101,3AB6,BBA44EA,04,12,30513.8,20250524154531,3D82$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35362E352C3137372C31312E312C2D37352E3434363031332C31302E3430313433312C32303235303532343135343533312C303733322C303130312C334142362C424241343445412C30342C31322C33303531332E382C32303235303532343135343533312C3344383224
2291,2025-05-24 16:21:55.672,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,62.3,194,9.9,-75.446124,10.400532,20250524162222,0732,0101,3AB6,BBA3F84,04,12,30517.9,20250524162222,3DB5$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C36322E332C3139342C392E392C2D37352E3434363132342C31302E3430303533322C32303235303532343136323232322C303733322C303130312C334142362C424241334638342C30342C31322C33303531372E392C32303235303532343136323232322C3344423524
2299,2025-05-24 16:26:38.196,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,52.5,256,20.5,-75.453674,10.372112,20250524162750,0732,0101,3AB6,BBAAF66,04,12,30521.3,20250524162750,3DBD$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35322E352C3235362C32302E352C2D37352E3435333637342C31302E3337323131322C32303235303532343136323735302C303733322C303130312C334142362C424241414636362C30342C31322C33303532312E332C32303235303532343136323735302C3344424424
2556,2025-05-24 19:10:44.472,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,55.0,175,18.3,-75.505975,10.383061,20250524191156,0732,0101,3AB6,BBA42BA,04,12,30564.6,20250524191156,3EBC$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35352E302C3137352C31382E332C2D37352E3530353937352C31302E3338333036312C32303235303532343139313135362C303733322C303130312C334142362C424241343242412C30342C31322C33303536342E362C32303235303532343139313135362C3345424324
2865,2025-05-25 10:24:59.329,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,51.3,137,19.8,-75.455013,10.370897,20250525102611,0732,0101,3AB6,BBAAF66,04,12,30594.4,20250525102611,3FEE$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35312E332C3133372C31392E382C2D37352E3435353031332C31302E3337303839372C32303235303532353130323631312C303733322C303130312C334142362C424241414636362C30342C31322C33303539342E342C32303235303532353130323631312C3346454524
2872,2025-05-25 10:26:31.789,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,68.2,11,17.8,-75.451865,10.374796,20250525102744,0732,0101,3AB6,BBA4507,04,12,30595.5,20250525102744,3FF5$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C36382E322C31312C31372E382C2D37352E3435313836352C31302E3337343739362C32303235303532353130323734342C303733322C303130312C334142362C424241343530372C30342C31322C33303539352E352C32303235303532353130323734342C3346463524
2873,2025-05-25 10:27:25.685,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,65.7,10,11.2,-75.450352,10.382714,20250525102838,0732,0101,3AB6,BBA4507,04,12,30596.4,20250525102838,3FF6$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C36352E372C31302C31312E322C2D37352E3435303335322C31302E3338323731342C32303235303532353130323833382C303733322C303130312C334142362C424241343530372C30342C31322C33303539362E342C32303235303532353130323833382C3346463624
2877,2025-05-25 10:29:40.372,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,56.1,15,11.5,-75.447506,10.395021,20250525103053,0732,0101,3AB6,BBACE24,04,12,30597.8,20250525103053,3FFA$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35362E312C31352C31312E352C2D37352E3434373530362C31302E3339353032312C32303235303532353130333035332C303733322C303130312C334142362C424241434532342C30342C31322C33303539372E382C32303235303532353130333035332C3346464124
2879,2025-05-25 10:30:46.688,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,65.5,325,12.2,-75.447473,10.404431,20250525103153,0732,0101,3AB6,BBA3E12,04,12,30598.9,20250525103153,3FFC$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C36352E352C3332352C31322E322C2D37352E3434373437332C31302E3430343433312C32303235303532353130333135332C303733322C303130312C334142362C424241334531322C30342C31322C33303539382E392C32303235303532353130333135332C3346464324
2887,2025-05-25 10:32:30.242,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,66.5,180,7.9,-75.445980,10.401267,20250525103335,0732,0101,3ACA,BBA4539,04,12,30600.2,20250525103335,4004$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C36362E352C3138302C372E392C2D37352E3434353938302C31302E3430313236372C32303235303532353130333333352C303733322C303130312C334143412C424241343533392C30342C31322C33303630302E322C32303235303532353130333333352C3430303424
2933,2025-05-25 11:04:13.804,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,76.3,194,13.3,-75.446167,10.400375,20250525110526,0732,0101,3AB6,BBA4308,04,12,30604.4,20250525110526,4032$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C37362E332C3139342C31332E332C2D37352E3434363136372C31302E3430303337352C32303235303532353131303532362C303733322C303130312C334142362C424241343330382C30342C31322C33303630342E342C32303235303532353131303532362C3430333224
2940,2025-05-25 11:08:51.130,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,51.3,234,23.3,-75.453152,10.372291,20250525111002,0732,0101,3AB6,BBAAF66,04,12,30607.7,20250525111002,4039$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35312E332C3233342C32332E332C2D37352E3435333135322C31302E3337323239312C32303235303532353131313030322C303733322C303130312C334142362C424241414636362C30342C31322C33303630372E372C32303235303532353131313030322C3430333924
3154,2025-05-25 13:13:05.217,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,59.9,159,10.7,-75.506130,10.383778,20250525131418,0732,0101,3AB6,BBA42BA,04,12,30651.0,20250525131418,410E$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35392E392C3135392C31302E372C2D37352E3530363133302C31302E3338333737382C32303235303532353133313431382C303733322C303130312C334142362C424241343242412C30342C31322C33303635312E302C32303235303532353133313431382C3431304524
3213,2025-05-25 13:47:55.833,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,63.3,16,12.8,-75.446837,10.397409,20250525134906,0732,0101,3AB6,BBA4539,04,12,30665.7,20250525134906,4149$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C36332E332C31362C31322E382C2D37352E3434363833372C31302E3339373430392C32303235303532353133343930362C303733322C303130312C334142362C424241343533392C30342C31322C33303636352E372C32303235303532353133343930362C3431343924
3226,2025-05-25 13:50:51.078,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,77.1,195,13.1,-75.446300,10.399996,20250525135200,0732,0101,3ACA,BBA4539,04,12,30668.0,20250525135200,4155$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C37372E312C3139352C31332E312C2D37352E3434363330302C31302E3339393939362C32303235303532353133353230302C303733322C303130312C334143412C424241343533392C30342C31322C33303636382E302C32303235303532353133353230302C3431353524
3261,2025-05-25 14:15:58.455,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,75.0,190,11.2,-75.446051,10.400865,20250525141707,0732,0101,3ACA,BBA44EA,04,12,30672.0,20250525141707,4178$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C37352E302C3139302C31312E322C2D37352E3434363035312C31302E3430303836352C32303235303532353134313730372C303733322C303130312C334143412C424241343445412C30342C31322C33303637322E302C32303235303532353134313730372C3431373824
3269,2025-05-25 14:20:54.216,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,61.7,247,20.0,-75.454121,10.371993,20250525142207,0732,0101,3AB6,BBAAF66,04,12,30675.4,20250525142207,4180$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C36312E372C3234372C32302E302C2D37352E3435343132312C31302E3337313939332C32303235303532353134323230372C303733322C303130312C334142362C424241414636362C30342C31322C33303637352E342C32303235303532353134323230372C3431383024
3466,2025-05-25 16:14:39.074,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,58.4,182,6.0,-75.522134,10.392530,20250525161552,0732,0101,3AB6,BBA36A6,04,12,30715.4,20250525161552,4244$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35382E342C3138322C362E302C2D37352E3532323133342C31302E3339323533302C32303235303532353136313535322C303733322C303130312C334142362C424241333641362C30342C31322C33303731352E342C32303235303532353136313535322C3432343424
3469,2025-05-25 16:16:03.759,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,62.7,92,6.6,-75.515864,10.388508,20250525161716,0732,0101,3AB6,BBA4467,04,12,30716.5,20250525161717,4247$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C36322E372C39322C362E362C2D37352E3531353836342C31302E3338383530382C32303235303532353136313731362C303733322C303130312C334142362C424241343436372C30342C31322C33303731362E352C32303235303532353136313731372C3432343724
3471,2025-05-25 16:17:15.891,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,57.2,138,7.9,-75.506494,10.384448,20250525161828,0732,0101,3AB6,BBA42BA,04,12,30717.6,20250525161829,4249$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35372E322C3133382C372E392C2D37352E3530363439342C31302E3338343434382C32303235303532353136313832382C303733322C303130312C334142362C424241343242412C30342C31322C33303731372E362C32303235303532353136313832392C3432343924
3529,2025-05-25 16:48:53.764,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,52.0,10,20.6,-75.451703,10.375573,20250525165004,0732,0101,3AB6,BBAAF66,04,12,30729.9,20250525165004,4283$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35322E302C31302C32302E362C2D37352E3435313730332C31302E3337353537332C32303235303532353136353030342C303733322C303130312C334142362C424241414636362C30342C31322C33303732392E392C32303235303532353136353030342C3432383324
3581,2025-05-25 17:23:31.757,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,52.1,64,13.6,-75.452404,10.405819,20250525172444,0732,0101,3AB6,BBACE23,04,12,30737.5,20250525172445,42B5$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35322E312C36342C31332E362C2D37352E3435323430342C31302E3430353831392C32303235303532353137323434342C303733322C303130312C334142362C424241434532332C30342C31322C33303733372E352C32303235303532353137323434352C3432423524
3586,2025-05-25 17:24:49.202,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,66.5,174,15.5,-75.446027,10.401557,20250525172553,0732,0101,3ACA,BBA3E12,04,12,30738.6,20250525172554,42BA$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C36362E352C3137342C31352E352C2D37352E3434363032372C31302E3430313535372C32303235303532353137323535332C303733322C303130312C334143412C424241334531322C30342C31322C33303733382E362C32303235303532353137323535342C3432424124
3589,2025-05-25 17:25:39.778,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,54.3,195,21.9,-75.448625,10.391631,20250525172650,0732,0101,3AB6,BBA44EA,04,12,30739.7,20250525172650,42BD$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35342E332C3139352C32312E392C2D37352E3434383632352C31302E3339313633312C32303235303532353137323635302C303733322C303130312C334142362C424241343445412C30342C31322C33303733392E372C32303235303532353137323635302C3432424424
3591,2025-05-25 17:26:38.962,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,52.0,190,21.8,-75.450365,10.383277,20250525172750,0732,0101,3AB6,BBA4506,04,12,30740.7,20250525172750,42BF$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35322E302C3139302C32312E382C2D37352E3435303336352C31302E3338333237372C32303235303532353137323735302C303733322C303130312C334142362C424241343530362C30342C31322C33303734302E372C32303235303532353137323735302C3432424624
3794,2025-05-25 19:26:13.379,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,53.8,117,15.7,-75.511577,10.387339,20250525192726,0732,0101,3AB6,BBAAF49,04,12,30783.7,20250525192726,438A$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35332E382C3131372C31352E372C2D37352E3531313537372C31302E3338373333392C32303235303532353139323732362C303733322C303130312C334142362C424241414634392C30342C31322C33303738332E372C32303235303532353139323732362C3433384124
3797,2025-05-25 19:27:10.430,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,58.5,178,16.8,-75.505967,10.382141,20250525192823,0732,0101,3AB6,BBA42BA,04,12,30784.6,20250525192823,438D$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35382E352C3137382C31362E382C2D37352E3530353936372C31302E3338323134312C32303235303532353139323832332C303733322C303130312C334142362C424241343242412C30342C31322C33303738342E362C32303235303532353139323832332C3433384424
3873,2025-05-25 20:10:22.895,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,57.7,170,15.6,-75.446014,10.401706,20250525201002,0732,0101,0E28,AE08,04,12,30801.1,20250525201002,43D7$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35372E372C3137302C31352E362C2D37352E3434363031342C31302E3430313730362C32303235303532353230313030322C303733322C303130312C304532382C414530382C30342C31322C33303830312E312C32303235303532353230313030322C3433443724
3921,2025-05-25 20:44:29.358,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,54.6,195,14.1,-75.446138,10.400507,20250525204538,0732,0101,3AB6,BBACE24,04,12,30805.3,20250525204539,4407$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35342E362C3139352C31342E312C2D37352E3434363133382C31302E3430303530372C32303235303532353230343533382C303733322C303130312C334142362C424241434532342C30342C31322C33303830352E332C32303235303532353230343533392C3434303724
3924,2025-05-25 20:45:30.071,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,58.3,195,22.8,-75.448511,10.391968,20250525204635,0732,0101,0E28,B055,04,12,30806.3,20250525204635,4409$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35382E332C3139352C32322E382C2D37352E3434383531312C31302E3339313936382C32303235303532353230343633352C303733322C303130312C304532382C423035352C30342C31322C33303830362E332C32303235303532353230343633352C3434303924
3926,2025-05-25 20:46:25.277,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,63.5,190,20.1,-75.450024,10.385007,20250525204738,0732,0101,0E28,B055,04,12,30807.1,20250525204739,440B$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C36332E352C3139302C32302E312C2D37352E3435303032342C31302E3338353030372C32303235303532353230343733382C303733322C303130312C304532382C423035352C30342C31322C33303830372E312C32303235303532353230343733392C3434304224
3929,2025-05-25 20:48:16.109,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,58.4,220,24.8,-75.452867,10.372518,20250525204929,0732,0101,0E28,B056,04,12,30808.5,20250525204930,440E$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35382E342C3232302C32342E382C2D37352E3435323836372C31302E3337323531382C32303235303532353230343932392C303733322C303130312C304532382C423035362C30342C31322C33303830382E352C32303235303532353230343933302C3434304524
4443,2025-05-26 11:38:37.473,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,50.7,356,7.9,-75.445827,10.401607,20250526114013,0732,0101,3AB6,BBA4539,04,12,30891.5,20250526114014,460F$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35302E372C3335362C372E392C2D37352E3434353832372C31302E3430313630372C32303235303532363131343031332C303733322C303130312C334142362C424241343533392C30342C31322C33303839312E352C32303235303532363131343031342C3436304624
4507,2025-05-26 12:22:44.939,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,54.1,194,9.2,-75.446250,10.400183,20250526122408,0732,0101,0E28,B055,04,12,30897.3,20250526122408,464E$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35342E312C3139342C392E322C2D37352E3434363235302C31302E3430303138332C32303235303532363132323430382C303733322C303130312C304532382C423035352C30342C31322C33303839372E332C32303235303532363132323430382C3436344524
4834,2025-05-26 15:51:51.400,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,63.0,11,19.5,-75.451900,10.374404,20250526155328,0732,0101,3AB6,BBAAF66,04,12,30955.3,20250526155329,4794$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C36332E302C31312C31392E352C2D37352E3435313930302C31302E3337343430342C32303235303532363135353332382C303733322C303130312C334142362C424241414636362C30342C31322C33303935352E332C32303235303532363135353332392C3437393424
4839,2025-05-26 15:55:49.330,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,60.8,16,13.0,-75.447058,10.396660,20250526155725,0732,0101,3AB6,BBACE24,04,12,30957.8,20250526155726,4799$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C36302E382C31362C31332E302C2D37352E3434373035382C31302E3339363636302C32303235303532363135353732352C303733322C303130312C334142362C424241434532342C30342C31322C33303935372E382C32303235303532363135353732362C3437393924
4842,2025-05-26 15:56:45.330,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,57.5,325,11.5,-75.447352,10.404327,20250526155822,0732,0101,3AB6,BBACE24,04,12,30958.7,20250526155823,479C$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35372E352C3332352C31312E352C2D37352E3434373335322C31302E3430343332372C32303235303532363135353832322C303733322C303130312C334142362C424241434532342C30342C31322C33303935382E372C32303235303532363135353832332C3437394324
4853,2025-05-26 15:59:27.127,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,51.9,196,11.3,-75.446432,10.399523,20250526160104,0732,0101,3AB6,BBA4539,04,12,30960.3,20250526160104,47A6$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35312E392C3139362C31312E332C2D37352E3434363433322C31302E3339393532332C32303235303532363136303130342C303733322C303130312C334142362C424241343533392C30342C31322C33303936302E332C32303235303532363136303130342C3437413624
4906,2025-05-26 16:43:14.082,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,64.2,188,11.7,-75.446018,10.400968,20250526164451,0732,0101,3AB6,BBACE24,04,12,30964.1,20250526164451,47D9$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C36342E322C3138382C31312E372C2D37352E3434363031382C31302E3430303936382C32303235303532363136343435312C303733322C303130312C334142362C424241434532342C30342C31322C33303936342E312C32303235303532363136343435312C3437443924
4908,2025-05-26 16:44:11.201,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,55.0,195,17.2,-75.448476,10.392118,20250526164548,0732,0101,3AB6,BBA44EA,04,12,30965.1,20250526164549,47DB$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C35352E302C3139352C31372E322C2D37352E3434383437362C31302E3339323131382C32303235303532363136343534382C303733322C303130312C334142362C424241343445412C30342C31322C33303936352E312C32303235303532363136343534392C3437444224
5310,2025-05-26 21:05:38.565,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,67.7,195,12.4,-75.447308,10.396240,20250526210715,0732,0101,3AB6,BBACE15,04,12,31032.2,20250526210716,4967$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C36372E372C3139352C31322E342C2D37352E3434373330382C31302E3339363234302C32303235303532363231303731352C303733322C303130312C334142362C424241434531352C30342C31322C33313033322E322C32303235303532363231303731362C3439363724
5811,2025-05-27 09:45:38.215,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,66.7,63,9.1,-75.451983,10.406017,20250527094652,0732,0101,3AB6,BBACE23,04,12,31108.8,20250527094652,4B51$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C36362E372C36332C392E312C2D37352E3435313938332C31302E3430363031372C32303235303532373039343635322C303733322C303130312C334142362C424241434532332C30342C31322C33313130382E382C32303235303532373039343635322C3442353124
