,Device Name,Last Report Date,Create Time,IMEI,Device Type,Group,Iccid,MCU Firmware Version,Modem Version,Firmware Version,Configuration Version,Hardware Version,Battery Percentage,Battery Voltage,Platform Firmware Version,Last Platform Firmware Version,BT Firmware Version,BT Last Firmware Version,OBD Firmware Version,OBD Last Firmware Version,OBD Configuration Version,OBD Last Configuration Version,Backup Battery Charge State,Ignition State,CAN SN,CAN Module SW Version,Bootloader Version,BLE Bootloader Version,BLE Firmware Version,ECU Firmware Version,Wirepas Firmware Version,Wirepas Mesh API Version,Coprocessor Firmware Version,Wi-Fi Firmware Version,Modem Hardware Version
1185,868574042905112,2025-07-17 15:36:51,2024-10-31 20:37:16,868574042905112,GV55W,Default group,89571016023075933893,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
1186,868574042927488,2025-07-17 01:17:07,2024-10-31 20:37:16,868574042927488,GV55W,Default group,89571016025024924477,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
1187,868574042921333,2025-07-16 22:56:23,2024-10-31 20:37:16,868574042921333,GV55W,Default group,89571016027092432813,,,R00A12V03,0102,01.12,100.0,4.19,,,,,,,,,,,,,,,,,,,,,
1188,868574042891999,2025-07-17 18:53:23,2024-10-31 20:37:16,868574042891999,GV55W,Default group,89571016027096433981,,,R00A12V03,0102,01.12,100.0,4.18,,,,,,,,,,,,,,,,,,,,,
1189,868574042920343,2024-11-22 20:18:02,2024-10-31 20:37:16,868574042920343,GV55W,Default group,89571017024093102023,,,R00A12V03,0102,01.12,0.0,3.14,,,,,,,,,,,,,,,,,,,,,
1190,868574042917828,2025-07-17 02:09:44,2024-10-31 20:37:16,868574042917828,GV55W,Default group,89571016026083618356,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
1191,868574042904610,2024-11-22 20:18:29,2024-10-31 20:37:16,868574042904610,GV55W,Default group,89571016027092432821,,,R00A12V03,0000,01.12,0.0,1.92,,,,,,,,,,,,,,,,,,,,,
1192,868574042857594,2025-07-17 02:57:10,2024-10-31 20:37:16,868574042857594,GV55W,Default group,89571016027092432466,,,R00A12V03,0112,01.12,100.0,4.17,,,,,,,,,,,,,,,,,,,,,
1193,868574042922166,2025-07-16 19:44:30,2024-10-31 20:37:16,868574042922166,GV55W,Default group,89571016027092432417,,,R00A12V03,0102,01.12,100.0,4.13,,,,,,,,,,,,,,,,,,,,,
1194,868574042921440,2025-07-17 02:48:34,2024-10-31 20:37:16,868574042921440,GV55W,Default group,89571016026083539628,,,R00A12V03,0102,01.12,100.0,4.14,,,,,,,,,,,,,,,,,,,,,
1195,868574042927603,2025-06-20 02:13:18,2024-10-31 20:37:16,868574042927603,GV55W,Default group,89571016027092432557,,,R00A12V03,0102,01.12,71.0,3.89,,,,,,,,,,,,,,,,,,,,,
1196,868574042921622,2025-07-15 16:43:49,2024-10-31 20:37:16,868574042921622,GV55W,Default group,89571016027092432524,,,R00A12V03,0102,01.12,0.0,3.33,,,,,,,,,,,,,,,,,,,,,
1197,868574042924089,2024-12-26 01:47:08,2024-10-31 20:37:16,868574042924089,GV55W,Default group,89571016027092432508,,,R00A12V03,0112,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
1198,868574042931324,2025-07-17 02:03:01,2024-10-31 20:37:16,868574042931324,GV55W,Default group,89571016027092432516,,,R00A12V03,0102,01.12,100.0,4.17,,,,,,,,,,,,,,,,,,,,,
1199,868574042846811,2025-07-17 02:55:45,2024-10-31 20:37:16,868574042846811,GV55W,Default group,89571016027092432425,,,R00A12V03,0102,01.12,100.0,4.13,,,,,,,,,,,,,,,,,,,,,
1200,868574042925862,2025-07-17 12:52:25,2024-10-31 20:37:16,868574042925862,GV55W,Default group,89571016027092432540,,,R00A12V03,0102,01.12,80.0,3.94,,,,,,,,,,,,,,,,,,,,,
1201,868574042931126,2025-07-17 02:03:21,2024-10-31 20:37:16,868574042931126,GV55W,Default group,89571016026083539669,,,R00A12V03,0102,01.12,27.0,3.72,,,,,,,,,,,,,,,,,,,,,
1202,868574042903794,2025-07-16 20:18:05,2024-10-31 20:37:16,868574042903794,GV55W,Default group,89571016027092432441,,,R00A12V03,0102,01.12,100.0,4.12,,,,,,,,,,,,,,,,,,,,,
1203,868574042921325,2025-01-31 20:45:46,2024-10-31 20:37:16,868574042921325,GV55W,Default group,89571016027092432953,,,R00A12V03,0102,01.12,100.0,4.18,,,,,,,,,,,,,,,,,,,,,
1204,868574042915632,2024-11-21 23:45:37,2024-10-31 20:37:16,868574042915632,GV55W,Default group,89571016027092432912,,,R00A12V03,0000,01.12,0.0,2.28,,,,,,,,,,,,,,,,,,,,,
1205,868574042930656,2025-07-17 02:22:44,2024-10-31 20:37:16,868574042930656,GV55W,Default group,89571016027092432433,,,R00A12V03,0102,01.12,96.0,4.08,,,,,,,,,,,,,,,,,,,,,
1206,868574042931480,2024-12-19 03:22:45,2024-10-31 20:37:16,868574042931480,GV55W,Default group,89571016027092432631,,,R00A12V03,0102,01.12,56.0,3.8,,,,,,,,,,,,,,,,,,,,,
1207,868574042919568,2025-07-04 22:28:22,2024-10-31 20:37:16,868574042919568,GV55W,Default group,89571016027092432920,,,R00A12V03,0102,01.12,13.0,3.63,,,,,,,,,,,,,,,,,,,,,
1208,868574042893896,2025-07-17 02:36:56,2024-10-31 20:37:16,868574042893896,GV55W,Default group,89571016027092432656,,,R00A12V03,0102,01.12,100.0,4.13,,,,,,,,,,,,,,,,,,,,,
1209,868574042928916,2025-07-17 02:45:06,2024-10-31 20:37:16,868574042928916,GV55W,Default group,89571016027092432979,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
1210,868574042923222,2025-07-16 23:30:54,2024-10-31 20:37:16,868574042923222,GV55W,Default group,89571016027092432995,,,R00A12V03,0102,01.12,100.0,4.17,,,,,,,,,,,,,,,,,,,,,
1211,868574042881800,2025-07-17 02:03:16,2024-10-31 20:37:16,868574042881800,GV55W,Default group,89571016027092432961,,,R00A12V03,0102,01.12,100.0,4.2,,,,,,,,,,,,,,,,,,,,,
1212,868574042910138,2025-07-16 21:08:58,2024-10-31 20:37:16,868574042910138,GV55W,Default group,89571016027092432862,,,R00A12V03,0102,01.12,100.0,4.2,,,,,,,,,,,,,,,,,,,,,
1213,868574042921788,2025-07-17 02:18:11,2024-10-31 20:37:16,868574042921788,GV55W,Default group,89571016025024924436,,,R00A12V03,0104,01.12,0.0,3.47,,,,,,,,,,,,,,,,,,,,,
1214,868574042913769,2025-07-17 01:16:44,2024-10-31 20:37:16,868574042913769,GV55W,Default group,89571016027092432490,,,R00A12V03,0102,01.12,100.0,4.13,,,,,,,,,,,,,,,,,,,,,
1215,868574042848650,2025-07-17 02:21:27,2024-10-31 20:37:16,868574042848650,GV55W,Default group,89571016027092432623,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
1216,868574042930649,2025-07-17 19:15:24,2024-10-31 20:37:16,868574042930649,GV55W,Default group,89571016027092432458,,,R00A12V03,0102,01.12,100.0,4.17,,,,,,,,,,,,,,,,,,,,,
1217,868574042928411,2025-07-17 02:14:32,2024-10-31 20:37:16,868574042928411,GV55W,Default group,89571016027092432664,,,R00A12V03,0102,01.12,100.0,4.18,,,,,,,,,,,,,,,,,,,,,
1218,868574042923107,2025-07-17 06:17:00,2024-10-31 20:37:16,868574042923107,GV55W,Default group,89571016027092432615,,,R00A12V03,0102,01.12,99.0,4.12,,,,,,,,,,,,,,,,,,,,,
1219,868574042902903,2025-07-17 13:09:32,2024-10-31 20:37:16,868574042902903,GV55W,Default group,89571016027092432599,,,R00A12V03,0102,01.12,48.0,3.78,,,,,,,,,,,,,,,,,,,,,
1220,868574042893615,2024-12-16 02:43:23,2024-10-31 20:37:16,868574042893615,GV55W,Default group,89571016027092432607,,,R00A12V03,0102,01.12,51.0,3.79,,,,,,,,,,,,,,,,,,,,,
1221,868574042895487,2025-07-17 02:01:24,2024-10-31 20:37:16,868574042895487,GV55W,Default group,89571016027092432649,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
1222,868574042924824,2024-11-22 20:19:50,2024-10-31 20:37:16,868574042924824,GV55W,Default group,89571016027092432805,,,R00A12V03,0000,01.12,0.0,2.21,,,,,,,,,,,,,,,,,,,,,
1223,868574042924105,2025-07-16 21:58:03,2024-10-31 20:37:16,868574042924105,GV55W,Default group,89571016027092432268,,,R00A12V03,0102,01.12,97.0,4.1,,,,,,,,,,,,,,,,,,,,,
1224,868574042929138,2025-07-17 02:20:17,2024-10-31 20:37:16,868574042929138,GV55W,Default group,89571016027092432169,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
1225,868574042929906,2025-07-17 02:16:43,2024-10-31 20:37:16,868574042929906,GV55W,Default group,89571016027092432284,,,R00A12V03,0104,01.12,45.0,3.77,,,,,,,,,,,,,,,,,,,,,
1226,868574042907969,2025-01-31 19:16:15,2024-10-31 20:37:16,868574042907969,GV55W,Default group,89571016027092432276,,,R00A12V03,0102,01.12,9.0,3.59,,,,,,,,,,,,,,,,,,,,,
1227,868574042895503,2025-07-17 03:03:09,2024-10-31 20:37:16,868574042895503,GV55W,Default group,89571016027092432987,,,R00A12V03,0102,01.12,100.0,4.12,,,,,,,,,,,,,,,,,,,,,
1228,868574042895297,2025-06-19 17:04:30,2024-10-31 20:37:16,868574042895297,GV55W,Default group,89571016027092432292,,,R00A12V03,0102,01.12,0.0,3.26,,,,,,,,,,,,,,,,,,,,,
1229,868574042922174,2025-07-16 22:06:50,2024-10-31 20:37:16,868574042922174,GV55W,Default group,89571016027092432391,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
1230,868574042924121,2025-07-17 02:02:57,2024-10-31 20:37:16,868574042924121,GV55W,Default group,89571016027092432847,,,R00A12V03,0102,01.12,100.0,4.18,,,,,,,,,,,,,,,,,,,,,
1231,868574042903638,2025-07-17 06:46:07,2024-10-31 20:37:16,868574042903638,GV55W,Default group,89571016025024924451,,,R00A12V03,0102,01.12,84.0,3.98,,,,,,,,,,,,,,,,,,,,,
1232,868574042845326,2025-07-17 02:32:30,2024-10-31 20:37:16,868574042845326,GV55W,Default group,89571016027092432904,,,R00A12V03,0102,01.12,100.0,4.17,,,,,,,,,,,,,,,,,,,,,
1233,868574042920525,2025-07-17 02:01:53,2024-10-31 20:37:16,868574042920525,GV55W,Default group,89571016022057264483,,,R00A12V03,0102,01.12,100.0,4.2,,,,,,,,,,,,,,,,,,,,,
1234,868574042909072,2025-07-17 02:44:36,2024-10-31 20:37:16,868574042909072,GV55W,Default group,89571016026083539602,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
1235,868574042930201,2024-11-06 19:29:11,2024-10-31 20:37:16,868574042930201,GV55W,Default group,89571016027092432532,,,R00A12V03,0000,01.12,0.0,1.06,,,,,,,,,,,,,,,,,,,,,
1236,868574042923982,2025-07-17 02:17:05,2024-10-31 20:37:16,868574042923982,GV55W,Default group,89571016027092432797,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
1237,868574042903232,2025-07-17 03:13:46,2024-10-31 20:37:16,868574042903232,GV55W,Default group,89571016027092432581,,,R00A12V03,0102,01.12,100.0,4.14,,,,,,,,,,,,,,,,,,,,,
1238,868574042924295,2025-07-17 02:05:14,2024-10-31 20:37:16,868574042924295,GV55W,Default group,89571016027092432854,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
1239,868574042924170,2025-07-03 22:43:47,2024-10-31 20:37:16,868574042924170,GV55W,Default group,89571016027092432409,,,R00A12V03,0102,01.12,82.0,3.96,,,,,,,,,,,,,,,,,,,,,
1240,868574042928874,2025-07-17 02:27:51,2024-10-31 20:37:16,868574042928874,GV55W,Default group,89571016026083539644,,,R00A12V03,0102,01.12,100.0,4.2,,,,,,,,,,,,,,,,,,,,,
1241,868574042904974,2025-07-16 21:09:20,2024-10-31 20:37:16,868574042904974,GV55W,Default group,89571016027092432482,,,R00A12V03,0102,01.12,100.0,4.2,,,,,,,,,,,,,,,,,,,,,
1242,868574042930821,2025-07-17 14:24:23,2024-10-31 20:37:16,868574042930821,GV55W,Default group,89571016027092432250,,,R00A12V03,0102,01.12,100.0,4.12,,,,,,,,,,,,,,,,,,,,,
1243,868574042914866,2025-07-15 14:15:35,2024-10-31 20:37:16,868574042914866,GV55W,Default group,89571016027092432870,,,R00A12V03,0102,01.12,0.0,3.2,,,,,,,,,,,,,,,,,,,,,
1244,868574042906383,2024-12-10 02:44:39,2024-10-31 20:37:16,868574042906383,GV55W,Default group,89571016027092432219,,,R00A12V03,0102,01.12,100.0,4.19,,,,,,,,,,,,,,,,,,,,,
1245,868574042930037,2025-07-17 02:58:25,2024-10-31 20:37:16,868574042930037,GV55W,Default group,89571016027092432128,,,R00A12V03,0102,01.12,100.0,4.17,,,,,,,,,,,,,,,,,,,,,
1246,868574042853866,2025-07-17 02:47:01,2024-10-31 20:37:16,868574042853866,GV55W,Default group,89571016027092432136,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
1247,868574042927835,2025-07-17 15:57:22,2024-10-31 20:37:16,868574042927835,GV55W,Default group,89571016025024924410,,,R00A12V03,0102,01.12,99.0,4.11,,,,,,,,,,,,,,,,,,,,,
1248,868574042929120,2024-11-26 23:35:26,2024-10-31 20:37:16,868574042929120,GV55W,Default group,89571016027092432144,,,R00A12V03,0000,01.12,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1249,868574042893664,2025-07-17 03:07:49,2024-10-31 20:37:16,868574042893664,GV55W,Default group,89571016027092432243,,,R00A12V03,0102,01.12,100.0,4.17,,,,,,,,,,,,,,,,,,,,,
1250,868574042924162,2025-07-17 02:18:46,2024-10-31 20:37:16,868574042924162,GV55W,Default group,89571016027092432235,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
1251,868574042845334,2025-01-31 02:17:09,2024-10-31 20:37:16,868574042845334,GV55W,Default group,89571016027092432227,,,R00A12V03,0102,01.12,62.0,3.83,,,,,,,,,,,,,,,,,,,,,
1252,868574042923099,2025-07-17 02:03:05,2024-10-31 20:37:16,868574042923099,GV55W,Default group,89571016027092432177,,,R00A12V03,0102,01.12,100.0,4.18,,,,,,,,,,,,,,,,,,,,,
1253,868574042931613,2025-07-17 03:42:29,2024-10-31 20:37:16,868574042931613,GV55W,Default group,89571016025024924428,,,R00A12V03,0102,01.12,100.0,4.17,,,,,,,,,,,,,,,,,,,,,
1254,868574042891478,2025-07-17 03:26:58,2024-10-31 20:37:16,868574042891478,GV55W,Default group,89571016027092432110,,,R00A12V03,0110,01.12,73.0,3.9,,,,,,,,,,,,,,,,,,,,,
1255,868574042931365,2025-07-17 14:44:41,2024-10-31 20:37:16,868574042931365,GV55W,Default group,89571016027092432078,,,R00A12V03,0102,01.12,100.0,4.17,,,,,,,,,,,,,,,,,,,,,
1256,868574042921085,2025-07-17 02:37:57,2024-10-31 20:37:16,868574042921085,GV55W,Default group,89571016027092432060,,,R00A12V03,0102,01.12,98.0,4.11,,,,,,,,,,,,,,,,,,,,,
1257,868574042854369,2025-06-03 20:06:15,2024-10-31 20:37:16,868574042854369,GV55W,Default group,89571016027092432086,,,R00A12V03,0102,01.12,70.0,3.88,,,,,,,,,,,,,,,,,,,,,
1258,868574042929559,2024-11-29 02:02:13,2024-10-31 20:37:16,868574042929559,GV55W,Default group,89571016027092432094,,,R00A12V03,0102,01.12,0.0,2.66,,,,,,,,,,,,,,,,,,,,,
1259,868574042928619,2025-01-25 03:15:52,2024-10-31 20:37:16,868574042928619,GV55W,Default group,89571016026083618364,,,R00A12V03,0102,01.12,96.0,4.09,,,,,,,,,,,,,,,,,,,,,
1260,868574042928833,2025-07-17 02:19:30,2024-10-31 20:37:16,868574042928833,GV55W,Default group,89571016027092432102,,,R00A12V03,0102,01.12,100.0,4.14,,,,,,,,,,,,,,,,,,,,,
1261,868574042930466,2025-07-17 02:20:48,2024-10-31 20:37:16,868574042930466,GV55W,Default group,89571016027092432151,,,R00A12V03,0102,01.12,100.0,4.14,,,,,,,,,,,,,,,,,,,,,
1262,868574042924782,2025-07-17 11:09:28,2024-10-31 20:37:16,868574042924782,GV55W,Default group,89571016027092432938,,,R00A12V03,0102,01.12,100.0,4.18,,,,,,,,,,,,,,,,,,,,,
1263,862369031514595,2024-10-24 18:03:05,2024-10-17 17:55:45,862369031514595,GL300W,Default group,8957123112215381037F,,,R01A11V09,0001,01.05,8.0,3.6,,,,,,,,,,,,,,,,,,,,,
1264,868574042916481,2025-07-16 23:00:00,2024-09-26 19:45:10,868574042916481,GV55W,Default group,89571016023075933919,,,R00A12V03,0102,01.12,99.0,4.11,,,,,,,,,,,,,,,,,,,,,
1265,868574042906920,2025-07-17 02:01:22,2024-09-26 19:45:10,868574042906920,GV55W,Default group,89571016027092433530,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
1266,868574042926621,2025-07-17 02:53:19,2024-09-26 19:45:10,868574042926621,GV55W,Default group,89571016023075934008,,,R00A12V03,0102,01.12,100.0,4.2,,,,,,,,,,,,,,,,,,,,,
1267,868574042900022,2025-07-17 02:29:47,2024-09-26 19:45:10,868574042900022,GV55W,Default group,89571016027092433332,,,R00A12V03,0102,01.12,100.0,4.18,,,,,,,,,,,,,,,,,,,,,
1268,868574042920095,2025-07-17 02:01:29,2024-09-26 19:45:10,868574042920095,GV55W,Default group,89571016023075933968,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
1269,868574042928403,2025-07-17 18:20:47,2024-09-26 19:45:10,868574042928403,GV55W,Default group,89571016027092431732,,,R00A12V03,0102,01.12,0.0,3.44,,,,,,,,,,,,,,,,,,,,,
1270,868574042924436,2025-07-16 19:34:16,2024-09-26 19:45:10,868574042924436,GV55W,Default group,89571016027092433423,,,R00A12V03,0102,01.12,95.0,4.07,,,,,,,,,,,,,,,,,,,,,
1271,868574042895529,2024-11-07 11:50:39,2024-09-26 19:45:10,868574042895529,GV55W,Default group,89571016027092433407,,,R00A12V03,0102,01.12,14.0,3.64,,,,,,,,,,,,,,,,,,,,,
1272,868574042914692,2025-07-17 02:38:07,2024-09-26 19:45:10,868574042914692,GV55W,Default group,89571016027092433597,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
1273,868574042929252,2025-07-17 14:00:27,2024-09-26 19:45:10,868574042929252,GV55W,Default group,89571016027092431476,,,R00A12V03,0102,01.12,100.0,4.17,,,,,,,,,,,,,,,,,,,,,
1274,868574042914759,2025-07-17 03:25:40,2024-09-26 19:45:10,868574042914759,GV55W,Default group,89571016027092431807,,,R00A12V03,0102,01.12,100.0,4.18,,,,,,,,,,,,,,,,,,,,,
1275,868574042922679,2025-06-21 16:00:18,2024-09-26 19:45:10,868574042922679,GV55W,Default group,89571016027092433373,,,R00A12V03,0102,01.12,25.0,3.71,,,,,,,,,,,,,,,,,,,,,
1276,868574042850102,2025-07-16 23:42:35,2024-09-26 19:45:10,868574042850102,GV55W,Default group,89571016027092431831,,,R00A12V03,0112,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
1277,868574042893524,2025-07-17 02:02:57,2024-09-26 19:45:10,868574042893524,GV55W,Default group,89571016026083539552,,,R00A12V03,0102,01.12,100.0,4.2,,,,,,,,,,,,,,,,,,,,,
1278,868574042886684,2025-07-17 02:42:35,2024-09-26 19:45:10,868574042886684,GV55W,Default group,89571016027092431344,,,R00A12V03,0102,01.12,96.0,4.08,,,,,,,,,,,,,,,,,,,,,
1279,868574042919204,2025-07-17 02:51:59,2024-09-26 19:45:10,868574042919204,GV55W,Default group,89571016026083539321,,,R00A12V03,0102,01.12,100.0,4.17,,,,,,,,,,,,,,,,,,,,,
1280,868574042893359,2025-07-17 02:18:28,2024-09-26 19:45:10,868574042893359,GV55W,Default group,89571016026083539156,,,R00A12V03,0102,01.12,100.0,4.13,,,,,,,,,,,,,,,,,,,,,
1281,868574042899687,2025-07-17 19:22:21,2024-09-26 19:45:10,868574042899687,GV55W,Default group,89571016027092431609,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
1282,868574042895388,2025-07-16 23:01:40,2024-09-26 19:45:10,868574042895388,GV55W,Default group,89571016027092431427,,,R00A12V03,0102,01.12,100.0,4.14,,,,,,,,,,,,,,,,,,,,,
1283,868574042921770,2025-07-17 15:38:49,2024-09-26 19:45:10,868574042921770,GV55W,Default group,89571016026083539461,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
1284,868574042910823,2025-07-17 03:38:16,2024-09-26 19:45:10,868574042910823,GV55W,Default group,89571016027092431708,,,R00A12V03,0102,01.12,100.0,4.19,,,,,,,,,,,,,,,,,,,,,
1285,868574042905203,2025-07-17 03:13:33,2024-09-26 19:45:10,868574042905203,GV55W,Default group,89571016027092431724,,,R00A12V03,0102,01.12,100.0,4.19,,,,,,,,,,,,,,,,,,,,,
1286,868574042925599,2025-07-17 02:11:59,2024-09-26 19:45:10,868574042925599,GV55W,Default group,89571016027092431864,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
1287,868574042931506,2025-07-17 02:24:35,2024-09-26 19:45:10,868574042931506,GV55W,Default group,89571016027092431815,,,R00A12V03,0102,01.12,100.0,4.12,,,,,,,,,,,,,,,,,,,,,
1288,868574042907803,2025-07-17 10:16:32,2024-09-26 19:45:10,868574042907803,GV55W,Default group,89571016027092431849,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
1289,868574042920376,2025-07-17 17:22:57,2024-09-26 19:45:10,868574042920376,GV55W,Default group,89571016027092431898,,,R00A12V03,0102,01.12,100.0,4.13,,,,,,,,,,,,,,,,,,,,,
