ID,Name,Identifier,Model,User ESN Mobile Id,EOL,Enabled Services,Asset,Account,Status,Last Event Time,JPOD Firmware,JPOD Config,BLE3 Firmware,EdgeApp Version / Hosted App Version,User Defined Mobile ID,VBUS Mode,Pending Firmware,Pending Script,Pending JPOD FW,Pending JPOD Config,Pending EdgeApp/ Hosted App,VBU3 Firmware,ICCID,Configuration,Activation Date,Air ID,Android OS Version,App ID,Architecture,Associated LMU,Associated MDT,Carrier Status,Category,Config Status,Created On,ESN,Firmware Status,Firmware Version,First ID Report Time,Groups,ICN Enabled,ID Report Time,IMEI,IMEI2,IMSI,iOn Tag,IP Address,ISDN,Kernel Version,Last AVL Time,Last Modified On,MDN,MEID,PEG Behavior,Script Identifier,Serial Number,Ship Date,VBUS Status,Vehicle Profile,VIN (ID Report),Radio Firmware,Disabled Services,
"9372139","Device_4764434540","4764434540","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'89571017023107312024'","LMU2630_NoPEGBehavior","2024-05-30, 10:23 AM","U-8TQH-1M5R","","47","BIT_32","","","","LMU","","2024-05-30, 10:23 AM","4764434540","","85f","2025-02-21, 06:01 AM","","false","2025-11-06, 02:35 PM","354514101551267","","732101709731202","No","","","","","2025-02-21, 06:02 AM","","","","55.161","","2024-05-24, 10:47 AM","","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"9372150","Device_4764434568","4764434568","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'89571017023107312016'","LMU2630_NoPEGBehavior","2024-05-30, 10:23 AM","U-P2G9-9UFH","","47","BIT_32","","","","LMU","","2024-05-30, 10:23 AM","4764434568","","85f","2025-02-21, 06:06 AM","","false","2025-11-07, 05:23 AM","354514101567834","","732101709731201","No","","","","","2025-02-21, 06:11 AM","","","","55.161","","2024-05-24, 10:47 AM","","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"9372160","Device_4764434576","4764434576","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'89571017023107311968'","LMU2630_NoPEGBehavior","2024-05-30, 10:23 AM","U-X4GK-PCF5","","47","BIT_32","","","","LMU","","2024-05-30, 10:23 AM","4764434576","","85f","2025-02-21, 05:07 AM","","false","2025-11-06, 06:39 AM","354514101581488","","732101709731196","No","","","","","2025-02-21, 05:09 AM","","","","55.161","","2024-05-24, 10:47 AM","","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"9372166","Device_4764434601","4764434601","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'89571017023107311992'","LMU2630_NoPEGBehavior","2024-05-30, 10:23 AM","U-ETJ1-WVEX","","47","BIT_32","","","","LMU","","2024-05-30, 10:23 AM","4764434601","","85f","2025-02-21, 05:49 AM","","false","2025-11-07, 05:07 AM","354514101581504","","732101709731199","No","","","","","2025-02-21, 05:51 AM","","","","55.161","","2024-05-24, 10:47 AM","","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"9372167","Device_4764434628","4764434628","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'89571017023107312008'","LMU2630_NoPEGBehavior","2024-05-30, 10:23 AM","U-6KEJ-7V85","","47","BIT_32","","","","LMU","","2024-05-30, 10:23 AM","4764434628","","85f","2025-02-21, 05:39 AM","","false","2025-11-06, 12:06 PM","352556103401357","","732101709731200","No","","","","","2025-02-21, 05:44 AM","","","","55.161","","2024-05-24, 10:47 AM","","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"4233093","","4764428415","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'8957123112215384148'","LMU2630_NoPEGBehavior","2023-07-18, 01:01 PM","U-LFMT-RAUE","","47","BIT_32","","","","LMU","","2023-07-18, 01:01 PM","4764428415","","85f","2024-01-23, 12:37 PM","","false","2025-10-25, 11:37 AM","354514102545862","","732123300111298","No","","","","","2024-12-08, 04:27 AM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"2830506","","4764391240","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'89571016020105254423'","LMU2630_NoPEGBehavior","2023-06-12, 09:34 AM","U-R1Y2-AYF7","","47","BIT_32","","","","LMU","","2023-06-12, 09:34 AM","4764391240","","74b","2021-10-04, 10:10 AM","","false","2025-11-06, 07:34 AM","358077093584833","","732101609525442","No","","","","","2024-12-06, 05:23 AM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"4234793","","4764428508","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'8957123112215384122'","LMU2630_NoPEGBehavior","2023-07-18, 01:05 PM","U-64Q2-UDDV","","47","BIT_32","","","","LMU","","2023-07-18, 01:05 PM","4764428508","","85f","2024-01-29, 11:39 AM","","false","2025-11-06, 09:27 AM","354514102531375","","732123300111297","No","","","","","2025-04-11, 12:38 PM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"4110728","","4764347583","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'89571015021122229068'","LMU2630_NoPEGBehavior","2023-07-12, 11:18 AM","U-E94U-KP1X","","47","BIT_32","","","","LMU","","2023-07-12, 11:18 AM","4764347583","","85f","2020-09-07, 10:12 AM","","false","2025-11-06, 10:47 AM","358077092213053","","732101554193688","No","","","","","2024-12-08, 12:18 AM","","","","55.61","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"3054223","","4764413800","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'89571016023121576464'","LMU2630_NoPEGBehavior","2023-06-19, 10:13 AM","U-B21A-Q8UQ","","47","BIT_32","","","","LMU","","2023-06-19, 10:13 AM","4764413800","","85f","2022-10-13, 02:22 PM","","false","2025-11-06, 08:22 AM","352556102034910","","732101646339669","No","","","","","2024-12-06, 12:45 PM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"4110203","","4764400443","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'8957123311903278014'","LMU2630_NoPEGBehavior","2023-07-12, 11:17 AM","U-GG2P-ZWQH","","47","BIT_32","","","","LMU","","2023-07-12, 11:17 AM","4764400443","","85f","2022-04-08, 07:13 AM","","false","2025-11-06, 12:14 PM","354514101243303","","732123638683213","No","","","","","2024-12-08, 12:17 AM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"4235211","","4764428585","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'89571017023107311935'","LMU2630_NoPEGBehavior","2023-07-18, 01:06 PM","U-CC0V-BAF5","","47","BIT_32","","","","LMU","","2023-07-18, 01:06 PM","4764428585","","85f","2025-02-20, 02:11 PM","","false","2025-11-07, 03:59 AM","354514102306406","","732101709731193","No","","","","","2025-02-20, 02:13 PM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"2830413","","4764412380","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'89571016023121575615'","LMU2630_NoPEGBehavior","2023-06-12, 09:34 AM","U-RBK6-DQMA","","47","BIT_32","","","","LMU","","2023-06-12, 09:34 AM","4764412380","","85f","2022-10-11, 03:33 PM","","false","2025-11-07, 04:03 AM","352556102422909","","732101646339584","No","","","","","2024-12-06, 05:23 AM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"4232554","","4764428592","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'8957123112215381292'","LMU2630_NoPEGBehavior","2023-07-18, 01:00 PM","U-7PQK-46K8","","47","BIT_32","","","","LMU","","2023-07-18, 01:00 PM","4764428592","","85f","2024-11-14, 09:13 AM","","false","2025-11-06, 06:19 AM","354514102362367","","732123300084911","No","","","","","2024-12-08, 04:26 AM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"3055068","","4764385840","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'8957123112215380807'","LMU2630_NoPEGBehavior","2023-06-19, 10:15 AM","U-A7FQ-HRP5","","47","BIT_32","","","","LMU","","2023-06-19, 10:15 AM","4764385840","","85f","2023-06-08, 03:13 PM","","false","2025-11-06, 01:39 PM","358077092808092","","732123300084933","No","","","","","2025-05-16, 02:01 PM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"3054920","","4764383835","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'8957123112215166446'","LMU2630_NoPEGBehavior","2023-06-19, 10:14 AM","U-1NPA-9YH3","","47","BIT_32","","","","LMU","","2023-06-19, 10:14 AM","4764383835","","85f","2023-06-05, 01:23 PM","","false","2025-11-07, 02:08 AM","358077093311385","","732123300106648","No","","","","","2025-10-16, 12:37 PM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DDSAR, DOOR, EA, ICN, IVT, LMS, TELECRYPT, TPMS, VESCOUT, WETS, WMS",
"4235973","","4764428709","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'8957123112215384130'","LMU2630_NoPEGBehavior","2023-07-18, 01:07 PM","U-N1G2-QBY4","","47","BIT_32","","","","LMU","","2023-07-18, 01:07 PM","4764428709","","85f","2024-01-23, 01:36 PM","","false","2025-11-07, 06:11 AM","354514102549930","","732123300084896","No","","","","","2024-12-08, 04:33 AM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"4111006","","4764401629","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'8957123112215381557'","LMU2630_NoPEGBehavior","2023-07-12, 11:18 AM","U-135H-Q235","","47","BIT_32","","","","LMU","","2023-07-12, 11:18 AM","4764401629","","85f","2022-06-08, 12:13 AM","","false","2025-09-30, 06:39 AM","354514101191205","","732123300112517","No","","","","","2024-12-08, 12:19 AM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"4110369","","4764385921","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'8957123112215167162'","LMU2630_NoPEGBehavior","2023-07-12, 11:17 AM","U-8Y17-AR2A","","47","BIT_32","","","","LMU","","2023-07-12, 11:17 AM","4764385921","","85f","2023-05-31, 08:56 AM","","false","2025-11-05, 02:48 PM","358077093191647","","732123300083669","No","","","","","2024-12-08, 12:17 AM","","","","255.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"3053947","","4764383428","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'8957123112215166644'","LMU2630_NoPEGBehavior","2023-06-19, 10:13 AM","U-RFYM-FXGC","","47","BIT_32","","","","LMU","","2023-06-19, 10:13 AM","4764383428","","85f","2023-06-02, 01:12 PM","","false","2025-11-06, 08:59 AM","358077093314546","","732123300094345","No","","","","","2024-12-06, 12:45 PM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"4232530","","4764428661","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'8957123112215164342'","LMU2630_NoPEGBehavior","2023-07-18, 01:00 PM","U-UW5U-DQ1U","","47","BIT_32","","","","LMU","","2023-07-18, 01:00 PM","4764428661","","85f","2024-01-03, 09:46 AM","","false","2025-11-07, 05:34 AM","354514102530476","","732123300087244","No","","","","","2025-02-19, 01:58 AM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"2830732","","4764347532","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'89571015020060981995'","LMU2630_NoPEGBehavior","2023-06-12, 09:34 AM","U-1W5M-1GN8","","47","BIT_32","","","","LMU","","2023-06-12, 09:34 AM","4764347532","","81a","2020-09-07, 08:13 AM","","false","2025-11-04, 05:01 AM","358077092198965","","732101536094729","No","","","","","2025-07-24, 12:29 PM","","","","55.61","","","ON","","","","BLE, BMS, CARGO, DDSAR, DOOR, EA, ICN, IVT, LMS, TPMS, VESCOUT, WETS, WMS",
"4110911","","4764384980","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'8957123112215166883'","LMU2630_NoPEGBehavior","2023-07-12, 11:18 AM","U-PGGJ-6QF8","","47","BIT_32","","","","LMU","","2023-07-12, 11:18 AM","4764384980","","85f","2023-05-31, 07:49 AM","","false","2025-11-04, 04:15 AM","358077093344881","","732123300094336","No","","","","","2024-12-08, 12:18 AM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"4233054","","4764428422","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'8957123112215383835'","LMU2630_NoPEGBehavior","2023-07-18, 01:01 PM","U-R3Y3-YVZ8","","47","BIT_32","","","","LMU","","2023-07-18, 01:01 PM","4764428422","","85f","2024-02-13, 12:27 PM","","false","2025-11-05, 02:37 PM","354514102538792","","732123300084839","No","","","","","2024-12-08, 04:27 AM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"3053219","","1363185805","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'8957123112215161991'","LMU330 - Null PEGBehavior","2023-06-19, 09:56 AM","U-Y7MD-Q2LN","","17","BIT_8","","","","LMU","","2023-06-19, 09:56 AM","1363185805","","29f","2023-01-26, 12:44 PM","","false","2025-11-06, 03:03 AM","354514101458588","","732123300106544","No","","","","","2025-04-16, 06:56 AM","","","","7.173","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"4235450","","4764429073","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'8957123112215384007'","LMU2630_NoPEGBehavior","2023-07-18, 01:06 PM","U-HV9F-QC8Y","","47","BIT_32","","","","LMU","","2023-07-18, 01:06 PM","4764429073","","85f","2024-01-24, 07:20 AM","","false","2025-11-06, 08:24 AM","354514102533652","","732123300084841","No","","","","","2024-12-08, 04:32 AM","","","","255.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"3054958","","4764400566","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'89571015024030212523'","LMU2630_NoPEGBehavior","2023-06-19, 10:15 AM","U-TN9V-FKWJ","","47","BIT_32","","","","LMU","","2023-06-19, 10:15 AM","4764400566","","85f","2022-01-13, 03:18 PM","","false","2025-11-06, 09:16 AM","354514101231688","","732101580962263","No","","","","","2024-12-06, 12:47 PM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"4233210","","4764428322","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'8957123112215383967'","LMU2630_NoPEGBehavior","2023-07-18, 01:01 PM","U-C4H1-KRMG","","47","BIT_32","","","","LMU","","2023-07-18, 01:01 PM","4764428322","","85f","2024-02-12, 09:03 AM","","false","2025-11-06, 12:15 PM","354514102545771","","732123300104105","No","","","","","2024-12-08, 04:27 AM","","","","255.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"3054269","","4764134570","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'89571016023121580680'","LMU2630_NoPEGBehavior","2023-06-19, 10:13 AM","U-FP5L-H7DT","","47","BIT_32","","","","LMU","","2023-06-19, 10:13 AM","4764134570","","85f","2018-10-03, 08:43 AM","","false","2025-11-06, 01:05 PM","357041060747931","","732101646340091","No","","","","","2024-12-06, 12:45 PM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"3054093","","4764256653","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'89571015025019070311'","LMU2630_NoPEGBehavior","2023-06-19, 10:13 AM","U-46HL-CE60","","47","BIT_32","","","","LMU","","2023-06-19, 10:13 AM","4764256653","","85f","2018-01-02, 03:25 PM","","false","2025-11-07, 01:17 AM","357041065238522","","732101591848041","No","","","","","2024-12-06, 12:45 PM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"4235740","","4764428593","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","'89571017023107311943'","LMU2630_NoPEGBehavior","2023-07-18, 01:06 PM","U-UC64-QEWL","","47","BIT_32","","","","LMU","","2023-07-18, 01:06 PM","4764428593","","85f","2025-02-20, 02:15 PM","","false","2025-11-07, 04:17 AM","354514102534643","","732101709731194","No","","","","","2025-02-20, 02:16 PM","","","","55.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
"3053906","","4864054778","LMU4232","","No","","","TSO Columbia","Enabled","","","","","","","JPOD","","","","","","","'8957123110545807267'","LMU4232 - Null PEGBehavior","2023-06-19, 10:13 AM","U-CM7G-ADAY","","310","BIT_32","","","","LMU","","2023-06-19, 10:13 AM","4864054778","","85f","2022-08-19, 09:04 AM","","false","2025-11-07, 05:36 AM","357041069269259","","732123532614966","No","","","","","2024-12-06, 12:44 PM","","","","255.161","","","ON","","","","BLE, BMS, CARGO, DOOR, EA, ICN, IVT, LMS, TPMS, WETS, WMS",
