,Created,Message,Status
76,2025-09-03 16:41:01.740,"{""notificationType"":""AutoSnapshot"",""sn"":""8B514208"",""pictureID"":""1123259986068250624"",""time"":1756917653000,""rotate"":""normal"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/8B514208/1123259986068250624/thumbnails/100000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC84QjUxNDIwOC8xMTIzMjU5OTg2MDY4MjUwNjI0L3RodW1ibmFpbHMvMTAwMDAwLmpwZyIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MjcyODg2MX19fV19&Signature=EnR6qbh6GPQS4dAxjj0Ue0KNOkYNp7~351JTs49-RZXXauUpPmNBcIQhup2kIPWU9TK~~6VHX12QRK6kpbasUyCo2DfWg66kwx-caZTIWN2AoeP-GjMqOGsDGoBE1apjCpsPVblpHksFS4xxgiMfixtRCCPrqyjulLyDwh0zc0Pv0bGxD9Jz6Tnruf4DMC6K5DFAnmVMu4QWqzZ4bGBNaqzyVkDTY-p~ZeGpzOoHB8oLQpnPlPGBEFtug1yCYojgoyHdbSLspYlY8i0nCUUo7deCd0105kCD5w1NvMtGDAqb~GkiN2TiX08LFDJBHouj1C0-dAnpDoCj7M8SsbnIvg__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":96185,""tripID"":""2981a5b5-b7c9-42a6-8c78-d8ccff34ea05"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756917652296,""time"":1756917653000,""speed"":0.109,""heading"":12.91,""coordinate"":[-74.16559373,4.755319183,2571.5],""hDop"":48,""vDop"":93},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""PpyOVM5bYw7dh4kDkCIpJxNHSJjwyWfKNVOBFwyR+NE="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
85,2025-09-03 16:43:13.018,"{""notificationType"":""AutoSnapshot"",""sn"":""8B514208"",""pictureID"":""1123260538109960192"",""time"":1756917786000,""rotate"":""normal"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/8B514208/1123260538109960192/thumbnails/65000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC84QjUxNDIwOC8xMTIzMjYwNTM4MTA5OTYwMTkyL3RodW1ibmFpbHMvNjUwMDAuanBnIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNzcyNzI4OTkyfX19XX0_&Signature=TguFaYVh4qKIjsbIrGYUo7HJtowzaPC5pOjIVdvUzkZMvmsOKb5fByEoDtziqaL66WPEzcqS3dZtp8T~apo33Aj3jZrdAOdWPCSudOVdKFnq11P5Wij1-dxnilwakdDaJ~hOKRrZf20ewm2IxEvz9Mg3lGFE7MDD44X4-CtpHP3IXXxfhzr8zvmNNpz0TVD6U50csUczUU5ZQ1Ebjf35gjhPc0OTJ8UHXuLhvjfSQysKDzel8ekpjol4-zXW6G0nA-B1s7iYCCLcH2GhMJpnn4WomKVQ3zdiwmA6r~2qBrtxarFvNnPaEdMLvxJfREfVXWB9fnq4khs5576tvHlnGA__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":126103,""tripID"":""2981a5b5-b7c9-42a6-8c78-d8ccff34ea05"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756917785771,""time"":1756917786000,""speed"":0.098,""heading"":12.91,""coordinate"":[-74.16559713,4.755323933,2566.855957],""hDop"":47,""vDop"":97},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""9vNYla06WhYXumItFa7QO609aKxdBBayvYOTmQHUwsk="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
88,2025-09-03 17:00:45.587,"{""notificationType"":""AutoSnapshot"",""sn"":""8B514208"",""pictureID"":""1123264954577854464"",""time"":1756918842000,""rotate"":""normal"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/8B514208/1123264954577854464/thumbnails/30000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC84QjUxNDIwOC8xMTIzMjY0OTU0NTc3ODU0NDY0L3RodW1ibmFpbHMvMzAwMDAuanBnIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNzcyNzMwMDQ1fX19XX0_&Signature=K90jcOdwZCQSfifPe-8go8E4LLnfrgTehH4AX6ZA-hH-bgt-G0S4HEFEsQS07qFcmai2gDrBbGfeAhERuG2Ygbd5KXlAdkPyGzxuPUHeFSh~VtE~rQOOYUGhZLbBxFCig2L3G023aDIhgKnzwwV5SNto~WqzzI5RhzR8gC1mfiVublmOtb5PYmvzrmdhRtf4wXDNMhfhplUBktGwfyAN4KijfOCGfHreBJdsxHo7XSD~erzu3IRyb-M-ZgrOhAsv4ofWYT2BpEV1pCjv0p6L3NivzVkXfg9pVXPGT~WhDgFktIdZLE12ShvrJxu7AvikBkmQxzg0PvEd-qBx7IOS3A__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":55276,""tripID"":""982a7a1a-cabf-45c3-a22c-1df547343ed5"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756918841392,""time"":1756918841000,""speed"":0.069,""heading"":0,""coordinate"":[-74.16562388,4.75536595,2582.471924],""hDop"":50,""vDop"":91},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""f6pu7AnQ/KKNR7LwRxaI4IWiXlyNxJjBDOmPfI2+F78="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
92,2025-09-03 17:04:35.368,"{""notificationType"":""AutoSnapshot"",""sn"":""8B514208"",""pictureID"":""1123265918219198464"",""time"":1756919071000,""rotate"":""normal"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/8B514208/1123265918219198464/thumbnails/2000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC84QjUxNDIwOC8xMTIzMjY1OTE4MjE5MTk4NDY0L3RodW1ibmFpbHMvMjAwMC5qcGciLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NzI3MzAyNzV9fX1dfQ__&Signature=k766RJNWEBDLjUCKeOTIATCURLJ7T9yr0OUsmfq5D1eedSL7afOZb3JjuevBEzMaC~-HzYBAO123mGuy3OWXrY9XGs1eeVZUUM5Xu27O7QOj1lIv9EtIPvdXr3x5ztmg8PcdDnlrjHFUkZ97-wvbB~M9gB-8uPrJ1SPM4CrhCRfP1VZXiOLr~L3ROiV97KnEC4wZtWAQoqrd9wtJZ5xUcYcOqFmHhv5tDDOwk8dM~htpkPD9FcAnTfjKyxH2Cn4PnBNjgCmWzVkYwlM~G0hYqLnWq9BsMv6Gpj~CZRNbflAN69F5WVcXIIwqBWca6u0Ko-v7U~rYKy0h89eCtA6RgQ__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":57611,""tripID"":""bb2968fb-70a4-4d6d-b331-4656d02ddadb"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756919070309,""time"":1756919071000,""speed"":0.23,""heading"":0,""coordinate"":[-74.1656076,4.755348783,2572.760986],""hDop"":47,""vDop"":85},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""1NEni0rLTkpwhLxxxNDkEkZOD5j3WYMyXrJD+4LULeA="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
107,2025-09-03 17:14:39.328,"{""notificationType"":""AutoSnapshot"",""sn"":""8B514208"",""pictureID"":""1123268450890948608"",""time"":1756919674000,""rotate"":""normal"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/8B514208/1123268450890948608/thumbnails/605000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC84QjUxNDIwOC8xMTIzMjY4NDUwODkwOTQ4NjA4L3RodW1ibmFpbHMvNjA1MDAwLmpwZyIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MjczMDg3OX19fV19&Signature=kWJ9q~8OWjOiOiOAcO-CwnhH9tjUPWlPES5Lbw2p7gQ-QLNV0DERIdYqUoVUySb3RM7yufouwboj2-z~DJG1xmDRUdFmswtPaVC06Bjy64tXOScCJOqgzjt2-jpuDnZZUhHuVzX9XKS-F0SgnlXxIff6tUYCkuAHcRkiz~a92kpoh7~uKk4ll4W0SBwL5Is92Y6OMZ6c3I6aE8K0OkzZaGdhm1q52I3i7-uRe0DnnZfNoH9aaRmL1cOb6YkrNGF~nzGAlkXsnm4tsyHPJMQ3ISL1Zkc8QsIRXQIErjs-tOW7ykEcmEftQT3Vsl4OGIWFXoG02S-FEUBBSk14235P5w__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":45632,""tripID"":""bb2968fb-70a4-4d6d-b331-4656d02ddadb"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756919673311,""time"":1756919674000,""speed"":0.244,""heading"":0,""coordinate"":[-74.16560775,4.7553419,2569.041992],""hDop"":50,""vDop"":98},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""7CcoQlq1yqDMPjqB6Qbrbfo+xCgQtu0gFRiemTCEPwc="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
118,2025-09-03 17:24:46.383,"{""notificationType"":""AutoSnapshot"",""sn"":""8B514208"",""pictureID"":""1123270976742760448"",""time"":1756920276000,""rotate"":""normal"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/8B514208/1123270976742760448/thumbnails/213000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC84QjUxNDIwOC8xMTIzMjcwOTc2NzQyNzYwNDQ4L3RodW1ibmFpbHMvMjEzMDAwLmpwZyIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MjczMTQ4Nn19fV19&Signature=OFfEBk3X5isNQx70gaC150eMzaW9FodLROqMmt-kRvgLWZFWu-~xlEftrr4JvL5OCsOpWBwCs-mCx6ARVzdxkuXE8-0JL8PYIsgNXu0OSTh5d3usfWrDw5tbv07l15khk8pucVxAjJPrNGy-BiO2yv9iFkdZoMxqADsDAEw1VdvRw~EZ3n9x8jrnnwlzo1Y2pz4ImvbVBndlVIjIUqevWvKQyeXFZtbZ7x0kCvDNXTGxPq0DyEOU1sD3lrQ7RDlSeLxlgXabytTD3c5zbme0iZcCzXdrCEPGbsNejavlsfEhioXei4pXO3x-m2t34fzGzbSfTFx-1jRK8Ln1eYIuqg__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":49200,""tripID"":""bb2968fb-70a4-4d6d-b331-4656d02ddadb"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756920275962,""time"":1756920277000,""speed"":0.067,""heading"":0,""coordinate"":[-74.1655948,4.75533745,2568.441895],""hDop"":55,""vDop"":95},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""034n/aEOPqcAUO+/kSxShhe4YNQIn1W5Zwm4D7GZrik="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
123,2025-09-03 17:25:32.329,"{""notificationType"":""AutoSnapshot"",""sn"":""8B514208"",""pictureID"":""1123271189335252992"",""time"":1756920327000,""rotate"":""normal"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/8B514208/1123271189335252992/thumbnails/3000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC84QjUxNDIwOC8xMTIzMjcxMTg5MzM1MjUyOTkyL3RodW1ibmFpbHMvMzAwMC5qcGciLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NzI3MzE1MzJ9fX1dfQ__&Signature=jvUyIk2AIte8tzuiTBg9CecFRM1d4x~cRH7gwPogb7DIcKhT3Tm50Y5vc7itnf89sr1sn7BSXWRO92sA4cZX9NFukKUj3hsYUNCOGM~RtM1S0kZCo4u06IJ4RiGqJa5DiRas4~kwssNhYp3fR5lxeQHWIWYg9VZPz73dnymyVdU-cLnFbSmXHL1t7rvcpd3HfPYibI3hByJDCOFQ1IIZhGwqfHC9L1dn8Ok8g3eDNkyy4bUVm87sJOQAKZkrnTSyNdZ5znSLyrk9AU40RyihvzqTHAAfnwiK96gBGQGlkZHeZg6~mN1O-sLQC~JIveuBD2K5r6CPGulOjjr6pck6lw__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":49445,""tripID"":""bb2968fb-70a4-4d6d-b331-4656d02ddadb"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756920326327,""time"":1756920327000,""speed"":0.165,""heading"":0,""coordinate"":[-74.16559658,4.755337533,2568.35791],""hDop"":48,""vDop"":92},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""Q+LPPYPKzgURNPzPk6jpjXaDNry6aJ0vZzbntLPXqsQ="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
127,2025-09-03 17:39:43.682,"{""notificationType"":""AutoSnapshot"",""sn"":""8B514208"",""pictureID"":""1123274759950442496"",""time"":1756921178000,""rotate"":""normal"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/8B514208/1123274759950442496/thumbnails/28000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC84QjUxNDIwOC8xMTIzMjc0NzU5OTUwNDQyNDk2L3RodW1ibmFpbHMvMjgwMDAuanBnIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNzcyNzMyMzgzfX19XX0_&Signature=IoTrVJRsMJ0fNUTBUNHgGbx1xHq8~0xK~e~DRDc8KrfJvMI5qecAHoXL475573v3mMSE2Qgyh0rzrI7ZgWaAEBE8UCJ5EmVr~zmCGOh4eCtmsihQuyxyZIVgLT2P3EHwNUXnuQhOWCnbEra8Qp24ISTdDqZcvfoMH85ryHwwgWK8lPHzqa~a54SAxfoTtnB5gHyqY6Ig3-Lv5x9mP~cjb4EWDFdPl2o5Oq7C-1etelPk4P71938yfRO74TSZ5-q7Q1rk2KufErmob2juBC4-gRInRFtmtDxrIISYOOohuoR~coQ9QRDmFcRLpagH7~4gY-DP1tpMw9T9IqHoh9E-CA__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":50800,""tripID"":""933fd8dd-3c80-4a2d-bd9f-64477db3b305"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756921177755,""time"":1756921178000,""speed"":0.333,""heading"":0,""coordinate"":[-74.16565758,4.755475833,2553.525879],""hDop"":52,""vDop"":94},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""rJzKUuevuGkmPIxzJUMG94qMsU1stIxbu88kFA5OdEs="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
140,2025-09-03 17:48:19.083,"{""notificationType"":""AutoSnapshot"",""sn"":""8B514208"",""pictureID"":""1123276923066261506"",""time"":1756921692000,""rotate"":""normal"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/8B514208/1123276923066261506/thumbnails/511000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC84QjUxNDIwOC8xMTIzMjc2OTIzMDY2MjYxNTA2L3RodW1ibmFpbHMvNTExMDAwLmpwZyIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MjczMjg5OX19fV19&Signature=DmtsOtM1Xzz6GR41mZ1avhUXGk9WxseS1RtOD-OL07Ul25P1LlVlQfGEiYxKj5uihpfpj5hC0OWDwwsAD~cw2o5tmooki9uuCJcMj-xhNJJTl39aCRXLVnHSnuEqJ-Q6PueJe9PZS0cyWN3nvCn~e5dQwXyjb614zwPAOwGLE7Hy6ZnaLdyBN~tL6gQddrRmU6~44HoHnzNsRj~HaZA2zbOEIOWaKRvrT-z8AqBJsYmeUSAMPhewZtEKEwlXMYcAnlOEoQFhAA5LG-0tJ33qF3kzEkwkv-Sd4eQPF3viZXxJGTDHf9nT5Xi6OsA248dZRTJM3rqfTL5LfdLfSZHNuA__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":99188,""tripID"":""933fd8dd-3c80-4a2d-bd9f-64477db3b305"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756921691369,""time"":1756921692000,""speed"":0.146,""heading"":0,""coordinate"":[-74.16563943,4.755331883,2568.519043],""hDop"":48,""vDop"":91},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""rbgj+P/FsxBZKfy36ARgLThw/ovfWJBMn+KnGiuNlH0="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
146,2025-09-03 17:56:53.490,"{""notificationType"":""AutoSnapshot"",""sn"":""8B514208"",""pictureID"":""1123279078883991552"",""time"":1756922207000,""rotate"":""normal"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/8B514208/1123279078883991552/thumbnails/30000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC84QjUxNDIwOC8xMTIzMjc5MDc4ODgzOTkxNTUyL3RodW1ibmFpbHMvMzAwMDAuanBnIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNzcyNzMzNDEzfX19XX0_&Signature=CU7Bvu6oxdhB2US-JiSVfjaZFZcvTQ1OEQh4Jn5~9-hjwSzV1ljmIn~-vioWieKeGinxv58WDibon1YKitA2YZPc9L8f-9pgkPOQjgtKmHa8MNTW~jDmKdiz5HOelxvh5k1UO78z7vcGsftpYnmriMB3ZHWB2frNp-OHn2EnYDQvl9xzhRecF-0zFYRESZHCV0Gf~ODxy1keG8bMyr7yr2WcNOuMVirD-Ajh0-OyUJNBT5k8Z9XkUt4oZSo7z1N1kxqZMMmdtLVu69EI35uohBMZ8d7StSrRLFx~Rzegw0dJQjBvAxotTwxiknbYPp2CnR1OHs9iM9OUs1YBrW1eXw__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":108276,""tripID"":""16c75359-2635-4e98-8ffe-feb481fafba2"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756922206625,""time"":1756922207000,""speed"":0.2,""heading"":0,""coordinate"":[-74.16563518,4.7553696,2586.250977],""hDop"":47,""vDop"":83},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""8PgVAw6VtDLsR6m85qX7lg5s3l9FlnLwN5uXT3QbUVs="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
163,2025-09-03 18:06:54.465,"{""notificationType"":""AutoSnapshot"",""sn"":""8B514208"",""pictureID"":""1123281598956052480"",""time"":1756922805933,""rotate"":""normal"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/8B514208/1123281598956052480/thumbnails/593933.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC84QjUxNDIwOC8xMTIzMjgxNTk4OTU2MDUyNDgwL3RodW1ibmFpbHMvNTkzOTMzLmpwZyIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MjczNDAxNH19fV19&Signature=nAUfBaLz13jXfMq7rwE9gtR8Ono6Q2q1JVKds3WjVmXwruSL2dQJzHUr-iVTBzsnwmhS0iwzCes4z-Rtp3n-5e49yZiHlZxhZ3QPLntVu0ZbbJr9~EVOYll1JAebSXxZu~mKDMGT4zaEU4iHRkKPgVAJuAq70d6YwxRr6TGs690q4UuvGlOPtog5up6uBELTGjesI8B6DwT0ouC-qmSMeq9nESaH-~pfTlJ1msqtcWRxLt2~ZP7FCrRe-ucBEJ5Ccr8Ml5A~ei0FRQvkFmeBF9QGkxsQQO~t4U-avVXY7wcProj0U6gh3kZIRGjayV491p3fI4pgTxyWNgTqHNzIrA__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":92837,""tripID"":""16c75359-2635-4e98-8ffe-feb481fafba2"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756922805890,""time"":1756922807000,""speed"":0.365,""heading"":114.3,""coordinate"":[-74.16564033,4.7553474,2575.926025],""hDop"":47,""vDop"":87},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""WLsXl56cv3VnNFKNR6MzBqFhE2WsrFZQpIlfC0lrYMU="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
177,2025-09-03 18:16:38.978,"{""notificationType"":""AutoSnapshot"",""sn"":""8B514208"",""pictureID"":""1123284048303759360"",""time"":1756923390000,""rotate"":""normal"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/8B514208/1123284048303759360/thumbnails/117000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC84QjUxNDIwOC8xMTIzMjg0MDQ4MzAzNzU5MzYwL3RodW1ibmFpbHMvMTE3MDAwLmpwZyIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MjczNDU5OH19fV19&Signature=QO2UgfN9YURnCNSE0EYjdqaRdYM7sQxbXeNyJ1bFtPS6m8aBZjuEeEfEztlxIKwqbVTMjsi3XuJMmgAQSvkFdrD0H6KqgjYuMi6Dd4mUkX1pOkmbA1Txthkm09eWcOY7mKnDK3PI3P2B-FpHw3E1wPsSWYxDn4NlVfoyIrHQnzKmyIKPfx0YvaK~iwBD2PpcS2N3lVRSUsZ0OYQrirWtcJJgSRJlMJRLo~CZvEmpPlg58aK05Dk1X--tZvzH0DfMdoaqzGQyFiXCIbsbYtLekmM9Oo3e2dKRlpKZjS3D~0OqQ1TbLS977S3TbnM9U3MlaEKTNBEWxMi51-B-FPsC~A__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":111004,""tripID"":""16c75359-2635-4e98-8ffe-feb481fafba2"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756923390013,""time"":1756923391000,""speed"":0.024,""heading"":114.3,""coordinate"":[-74.16565865,4.755361217,2573.894043],""hDop"":46,""vDop"":80},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""0oWU9VdDguto2LrRfWOHtTCqwrgUOvoDQLJm6o1KSa8="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
