ID,Name,Identifier,Model,User ESN Mobile Id,EOL,Enabled Services,Asset,Account,Status,Last Event Time,JPOD Firmware,JPOD Config,BLE3 Firmware,EdgeApp Version / Hosted App Version,User Defined Mobile ID,VBUS Mode,Pending Firmware,Pending Script,Pending JPOD FW,Pending JPOD Config,Pending EdgeApp/ Hosted App,VBU3 Firmware,ICCID,Configuration,Activation Date,Air ID,Android OS Version,App ID,Architecture,Associated LMU,Associated MDT,Carrier Status,Category,Config Status,Created On,ESN,Firmware Status,Firmware Version,First ID Report Time,Groups,ICN Enabled,ID Report Time,IMEI,IMEI2,IMSI,iOn Tag,IP Address,ISDN,Kernel Version,Last AVL Time,Last Modified On,MDN,MEID,PEG Behavior,Script Identifier,Serial Number,Ship Date,VBUS Status,Vehicle Profile,VIN (ID Report),Radio Firmware,Disabled Services,
2829970,,1363188979,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015025019106503,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-MVUX-MAC5,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363188979,,29b,2022-10-05T17:32:48.000Z,,false,"2025-12-11, 2:22 PM",352556102949950,,732101591851660,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:22 AM",,,,7.72,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829971,,1363187485,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015025019104409,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-U3ZG-EQQ1,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363187485,,29b,2022-11-28T22:26:17.000Z,,false,"2025-12-12, 2:18 AM",352556102759268,,732101591851450,LMU330 - Null PEGBehavior,,,,,"2025-07-01, 4:05 AM",,,,7.163,,,ON,,,,"TPMS,WETS,IVT,VESCOUT,BMS,DOOR,CARGO,LMS,ICN,BLE,DDSAR,EA,WMS",
2829972,,1363106602,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,[7.72] 887837,,,,,89571015021122228938,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-HHZJ-PWJN,,17,BIT_8,,,,LMU,PENDING,"2023-06-12, 9:17 AM",1363106602,,29b,2020-03-02T14:53:18.000Z,,false,"2024-06-26, 3:44 AM",359369090274636,,732101554193675,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:22 AM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829973,,1363185684,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123112215160829,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-6Y70-W1Y4,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363185684,,29b,2023-02-03T14:48:25.000Z,,false,"2025-12-11, 6:15 AM",354514101461277,,732123300106521,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:22 AM",,,,7.72,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829975,,1363114157,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,[7.72] 887837,,,,,89571016020105249399,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-G52M-MXDR,,17,BIT_8,,,,LMU,PENDING,"2023-06-12, 9:17 AM",1363114157,,29b,2022-01-30T22:08:52.000Z,,false,"2024-02-28, 7:37 PM",358077091728200,,732101609524939,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:23 AM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829976,,1363189764,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123112214854323,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-EV85-ZWTG,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363189764,,29b,2022-12-13T21:34:51.000Z,,false,"2025-12-12, 5:11 AM",352556102808172,,732123300006631,LMU330 - Null PEGBehavior,,,,,"2025-06-26, 3:10 PM",,,,7.163,,,ON,,,,"TPMS,WETS,IVT,VESCOUT,BMS,DOOR,CARGO,LMS,ICN,BLE,DDSAR,EA,WMS",
2829977,,1363187425,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123112115871525,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-UYTU-G5LW,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363187425,,29b,2022-11-23T15:07:33.000Z,,false,"2025-10-15, 10:34 AM",352556102759284,,732123665794734,LMU330 - Null PEGBehavior,,,,,"2025-10-07, 8:58 AM",,,,7.72,,,ON,,,,"TPMS,WETS,IVT,VESCOUT,BMS,DOOR,TELECRYPT,CARGO,LMS,ICN,BLE,DDSAR,WMS,EA",
2829978,,1363189848,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123112214853606,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-UZYE-NCAZ,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363189848,,29b,2022-12-14T21:18:54.000Z,,false,"2025-12-11, 11:12 PM",352556102815144,,732123300006667,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:23 AM",,,,7.173,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829979,,1363177013,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571016021106061155,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-MNDN-8U09,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363177013,,29b,2022-05-18T20:57:59.000Z,,false,"2025-12-12, 3:18 AM",358077093474720,,732101621596493,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:23 AM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829980,,1363114618,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571016021090724503,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-YEHC-AGY3,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363114618,,29b,2022-04-04T21:43:15.000Z,,false,"2025-12-12, 5:40 AM",358077091745873,,732101620062828,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:23 AM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829981,,1363189196,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015020112253492,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-L9L5-R345,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363189196,,29b,2022-10-24T15:40:50.000Z,,false,"2025-12-11, 6:38 AM",352556102950115,,732101541221879,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:23 AM",,,,7.173,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829982,,1363188161,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123112214853937,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-0RWU-GZZR,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363188161,,29f,2022-12-15T15:09:29.000Z,,false,"2025-08-13, 9:24 AM",352556102752057,,732123300007987,LMU330 - Null PEGBehavior,,,,,"2025-08-13, 9:24 AM",,,,7.173,,,ON,,,,"TPMS,WETS,IVT,VESCOUT,BMS,DOOR,CARGO,LMS,ICN,BLE,DDSAR,EA,WMS",
2829983,,1363119532,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123111416388619,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-QUGB-KVVB,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363119532,,29b,2020-07-13T16:56:26.000Z,,false,"2025-12-09, 11:09 PM",359369091067872,,732123635484020,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:22 AM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829984,,1363114682,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571016021090725559,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-5AFV-TFQJ,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363114682,,29b,2022-03-29T17:01:49.000Z,,false,"2025-02-26, 11:48 AM",359369090051901,,732101620062933,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:22 AM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829985,,1363114717,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571016021086999671,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-AQQ9-VA7F,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363114717,,29b,2022-03-27T19:01:39.000Z,,false,"2024-09-06, 5:24 AM",359369090052594,,732101619690345,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:22 AM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829986,,1363107163,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015020112253583,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-QRDY-LTHE,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363107163,,29b,2020-05-21T20:42:39.000Z,,false,"2025-10-29, 2:02 AM",359369090573235,,732101541221888,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:22 AM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829988,,1333141446,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123110529628010,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-R42Y-K201,,16,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1333141446,,29b,2020-01-10T17:16:07.000Z,,false,"2024-11-28, 8:39 AM",351628096722163,,732123427954835,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:22 AM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829989,,1363185816,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015020112737148,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-NE5L-G5G9,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363185816,,29b,2023-01-26T17:16:07.000Z,,false,"2024-11-13, 6:29 AM",354514101462069,,732101541270244,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:22 AM",,,,7.173,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829990,,1363185576,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123112215161207,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-1AQW-T49E,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363185576,,29b,2023-01-30T23:03:18.000Z,,false,"2025-12-12, 4:05 AM",352556102100703,,732123300106573,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:22 AM",,,,7.173,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829991,,1363118493,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571016021086998921,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-CKLV-DZLH,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363118493,,29b,2022-02-10T07:51:30.000Z,,false,"2025-12-11, 4:58 AM",359369091200101,,732101619690270,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:23 AM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829992,,1363176773,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123311903277735,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-UJN7-VUHX,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363176773,,29f,2022-05-17T19:09:50.000Z,,false,"2025-07-14, 4:05 PM",358077093474431,,732123638683225,LMU330 - Null PEGBehavior,,,,,"2025-07-14, 4:05 PM",,,,7.163,,,ON,,,,"TPMS,WETS,IVT,VESCOUT,BMS,DOOR,CARGO,LMS,ICN,BLE,DDSAR,EA,WMS",
2829993,,1363142745,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123112006379240,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-PAP5-JYTE,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363142745,,29b,2021-01-20T20:02:27.000Z,,false,"2025-12-11, 6:29 AM",358077092367024,,732123651002737,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:22 AM",,,,7.63,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829994,,1363107410,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015023088969430,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-DP60-2ZPN,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363107410,,29b,2020-05-20T12:41:42.000Z,,false,"2025-12-11, 10:46 PM",359369090545480,,732101574837955,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:22 AM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829995,,1363185840,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123112215161421,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-RCQH-VVWM,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363185840,,29b,2023-01-27T21:39:19.000Z,,false,"2025-12-12, 3:25 AM",352556102044414,,732123300087271,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:22 AM",,,,7.63,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829996,,1363118185,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571016023075938892,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-0A94-HB3Z,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363118185,,29b,2022-05-10T13:22:40.000Z,,false,"2025-12-11, 5:16 PM",359369091024469,,732101641775912,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:22 AM",,,,7.173,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829997,,1363118569,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571016022057260473,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-ZL0B-NBK7,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363118569,,29b,2022-07-26T04:39:16.000Z,,false,"2025-12-12, 4:33 AM",359369091055372,,732101628708076,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:23 AM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829998,,1363187724,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015023088975189,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-D7ZU-ZCG5,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363187724,,29b,2022-10-05T19:08:54.000Z,,false,"2025-12-11, 8:20 PM",352556102766511,,732101574838530,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:23 AM",,,,7.173,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2829999,,1363187909,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015020113166164,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-HY7B-9UB3,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363187909,,29b,2022-09-28T16:03:09.000Z,,false,"2025-12-11, 7:52 AM",352556102764565,,732101541313146,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:23 AM",,,,7.173,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2830000,,1363105781,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015023088969299,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-TM6W-YB0D,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363105781,,29b,2020-05-20T12:35:36.000Z,,false,"2025-12-11, 8:04 PM",359369090617602,,732101574837941,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:23 AM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
2830001,,1363108765,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015021122228755,LMU330 - Null PEGBehavior,"2023-06-12, 9:17 AM",U-GV7M-VB7H,,17,BIT_8,,,,LMU,,"2023-06-12, 9:17 AM",1363108765,,29b,2020-02-27T14:26:18.000Z,,false,"2025-12-11, 8:50 AM",359369090551090,,732101554193657,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 5:23 AM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
