,IMEI
11294,359369091130308
11301,354514101452847
11307,352556102936130
11309,352556102934648
11310,352556102782658
11322,358077091670352
11323,358077093056550
11324,359369091042024
11358,359369090032901
11368,352556102920613
11369,352556102921603
11370,352556102931248
11371,352556102771263
11384,352556102950784
11400,352556102951600
11401,352556102937674
11577,359369090039245
11646,359369091063640
11647,359369091058509
11784,351628096183499
11785,351628096574879
11787,358077093495287
11797,354514101466763
11802,358077091730792
11838,351628096183507
11839,359369091070272
11848,352556102755381
11854,354514101466482
11860,359369091203436
11925,354514101466458
11926,357041069803438
11927,357041069681313
11928,357041069670126
11940,352556102016461
11941,352556102090359
11943,352556102055964
11950,352556102096810
11951,352556102053159
11952,352556102016032
11958,352556102092827
11963,354514101453233
11968,354514101458935
11969,354514101458950
11973,354514101470179
11975,354514101460733
11980,352556102100729
11982,354514101461467
11983,352556102057176
11984,354514101455527
11985,354514101460717
11986,354514101461442
11989,354514101461491
11991,354514101460279
11995,354514101464917
11996,354514101464743
11997,354514101464784
11999,352556102807745
12001,352556102807646
12002,352556102800955
12007,352556102890188
12010,352556102934135
12012,354514101463182
12013,354514101463893
12016,352556102897670
12028,352556102918849
12030,352556102945107
12032,352556102796765
12035,352556102947293
12036,352556102807208
12037,352556102807620
12039,352556102918575
12040,352556102934465
12043,352556102934325
12044,354514101456277
12071,359369090056165
12111,352556102770760
12145,354514101459503
12146,359369091202370
12147,352556102101107
12149,354514101460832
12150,354514101465682
12151,354514101465666
12159,352556102099822
12172,352556102934341
12176,352556102805780
12261,359369090064359
12273,359369090558863
12276,359369091204566
12277,359369091082012
12289,359369090064375
12302,359369090622040
12308,352556102818171
12309,352556102898314
12310,352556102921777
12329,359369090577186
12330,359369090585064
12331,358077091668380
12335,352556101752702
12337,352556102173486
12338,359369091128906
12340,358077090636834
12354,358077091733127
12361,352556102899247
12391,354514101462275
12402,359369091040978
12415,352556102952863
12416,352556102949968
12418,359369090559903
12449,352556102092660
12462,359369091028650
12465,358077091744884
12480,352556102799769
12484,358077092153200
12488,359369090036985
12491,357041064154258
12529,352556102901795
12576,359369090473824
12586,352556102808297
12603,359369091071858
12604,352556102099863
12610,352556102921702
12615,352556102921785
12618,357041069722687
12624,352556102755688
12675,358077091820577
12677,352556102096794
12684,359369091143251
12685,359369091110375
12687,351628096192441
12692,359369090626090
12723,358077092401096
12731,359316075710498
12732,352556102946956
12756,354514101452763
12757,352556102950875
12762,354514101459693
12766,354514101228163
12886,354514101455311
12914,359369090346863
12915,358077091652012
12916,359369090374592
12957,359369091198453
12959,359369091197711
12999,359369090626025
13000,359369091075917
13003,359369091036935
13009,868574041313359
13020,352556102765323
13022,359369090368479
13032,359369090083979
13037,359369090580636
13038,352556102757882
13050,359369090062676
13051,352556102772840
13052,352556102757304
13053,352556102770448
13054,352556102763880
13055,352556102750655
13056,352556102749814
13070,352556102795916
13079,352556102904955
13099,359369090648557
13104,359369091133203
13107,359369090056264
13108,352556102057317
13109,359369090558541
13110,352556102950404
13111,352556102951048
13112,352556102756223
13114,352556102741977
13115,352556102750960
13116,352556102766255
13117,352556102767055
13121,352556102899387
13127,354514101459545
13154,359369090478229
13155,359369090434057
13157,359369091065553
13158,358077093523427
13185,354514101460030
13186,359369090070588
13195,359369091139622
13219,359369091362836
13223,359369090259017
13256,359369090624582
13301,352556102904179
13310,354514101463034
13313,359369090574597
13317,354514101466565
13318,352556102767857
13319,359369090573235
13321,351628096763167
13325,358077093488993
13327,352556102742322
13329,352556102758443
13331,359369090473808
13332,359369090554482
13342,359369090570876
13346,352556102934770
13352,357041063360450
13384,352556102769804
13385,352556102766875
13386,354514101458653
13388,352556102769564
13390,352556102758484
13391,352556102756025
13392,352556102766768
13393,352556102754848
13396,352556102764763
13397,352556102766198
13398,352556102759086
13401,352556102927923
13402,352556102770737
13408,357041063370566
13455,352556102767220
13467,004401082618204
13477,352556102751505
13500,352556102051856
13513,352556102757643
13540,352556102938102
13541,352556102770034
13542,352556102818759
13543,352556102921660
13544,352556102946774
13546,352556102919292
13547,352556102921751
13548,352556102920696
13549,352556102916553
13550,352556102918633
13552,352556102922007
13553,352556102802977
13554,352556102808842
13555,352556102917569
13556,352556102920233
13558,352556102921587
13559,352556102921124
13560,352556102928137
13562,352556102928129
13563,352556102769036
13564,352556102892580
13565,352556102899551
13566,352556102757767
13567,352556102898603
13568,352556102755647
13570,352556102901118
13573,352556102899189
13574,352556102767634
13575,352556102766909
13578,352556102760340
13580,352556102949240
13581,352556102895237
13582,352556102944563
13584,352556102953390
13586,352556102764268
13587,352556102771560
13588,352556102764201
13589,352556102754244
13590,352556102770489
13591,352556102769622
13592,352556102100240
13594,352556102932162
13597,352556102801862
13598,352556102742579
13600,352556102940033
13601,352556102775637
13603,352556102935132
13604,352556102749855
13606,352556102793614
13607,352556102807380
13608,352556102794927
13610,352556102807570
13611,352556102950214
13612,352556102915597
13613,352556102794547
13615,352556102951279
13616,352556102800534
13617,352556102917239
13618,352556102808958
13619,352556102918187
13621,352556102917403
13622,352556102802191
13624,352556102802092
13625,352556102917262
13627,352556102937401
13628,352556102734725
13630,352556102898975
13631,352556102898785
13632,352556102772345
13633,352556102751182
13634,354514101462291
13635,352556102753568
13636,354514101455386
13637,354514101452730
13638,354514101456186
13639,354514101460774
13640,352556102101719
13644,354514101464107
13645,352556102051468
13646,352556102055915
13648,352556102051948
13650,352556102057119
13651,354514101454983
13652,354514101455196
13653,352556102051773
13654,354514101455329
13656,352556102002669
13657,352556102084683
13658,352556102015208
13659,352556102097776
13661,354514101461509
13662,354514101454892
13664,354514101469809
13665,354514101463612
13666,354514101455022
13667,354514101455121
13669,352556102015513
13671,354514101462382
13673,354514101461780
13676,354514101461772
13677,354514101452946
13681,354514101458976
13682,354514101453183
13683,352556102056681
13688,354514101463851
13692,352556102014474
13693,352556102056723
13694,352556102053688
13695,352556102056533
13696,354514101465336
13697,354514101467035
13698,352556102101636
13699,352556102095697
13701,354514101466292
13702,354514101461319
13703,354514101469890
13704,354514101466987
13705,352556102055162
13706,354514101470096
13707,352556102097495
13708,352556102083347
13709,352556102096851
13710,352556102096596
13712,354514101459453
13713,352556102096737
13715,352556102092603
13716,352556102096752
13717,352556102036956
13718,352556102092488
13720,352556102087348
13721,354514101458570
13723,354514101457457
13724,354514101463604
13725,352556102053753
13726,352556102049868
13727,352556102049249
13728,352556102048407
13729,352556102057093
13730,352556102760571
13732,352556102048365
13733,352556102053332
13741,352556102899205
13771,359369091201125
13806,352556102950487
13807,352556102773509
13808,352556102933632
13809,352556102933293
13810,352556102769226
13811,352556102772303
13812,352556102770406
13813,352556102766263
13814,352556102758948
13815,352556102767253
13816,352556102754707
13817,352556102753584
13818,352556102949992
13819,352556102765182
13820,352556102758245
13821,352556102764326
13876,352556102750341
13877,352556102741787
13878,352556102768426
13879,352556102757445
13880,352556102749921
