,IMEI
5871,352556102002594
5873,352556102050742
5874,352556102745671
5876,352556102052094
5877,352556102052003
5878,352556102002644
5880,354514101466847
5883,352556102900854
5884,352556102898561
5885,352556102945784
5906,354514101462036
5907,352556102936486
6275,359369091110276
6278,354514101462242
6279,358077092401641
6280,358077092175302
6281,359369091068656
6283,358077092398953
6322,352556102051401
6397,354514101465633
6460,352556102014516
6461,352556102057457
6475,354514101458646
6493,352556102918252
6494,352556102915670
6505,359369091201380
6506,359369091062212
6507,359369091229092
6508,359369091198230
6509,359369091046884
6531,352556102786501
6534,352556102808891
6535,352556102945628
6537,352556102778938
6562,352556102015489
6630,359369091298956
6641,358077092161476
6647,354514101460337
6698,352556102936833
6699,352556102946972
6732,359369091024469
6733,358077093477459
6743,352556102916645
6744,352556102767345
6746,352556102818734
6748,352556102906034
6750,352556102939431
6751,352556102809931
6752,352556102797235
6753,352556102782583
6754,352556102817694
6755,352556102920258
6756,352556102919458
6757,352556102796740
6808,352556102901878
6813,359369091200101
6816,359369091069274
6852,359369091070041
6875,352556102096034
6878,359369091065678
6879,354514101466599
7102,359369091147286
7401,352556102768251
7407,359369091070447
7411,354514101466946
7413,352556102921215
7414,352556102768244
7418,354514101466110
7420,354514101465740
7421,358077092414644
7427,359369090346038
7428,359369090619004
7462,352556102757023
7463,352556102748311
7464,358077091712881
7465,358077091649661
7466,351628096257319
7467,359369090542867
7468,358077093313118
7472,359369090368081
7474,359369090545480
7475,359369090149564
7511,352556102917098
7536,358077091722237
7544,359369091110912
7575,359369091294641
7591,359369090367877
7592,359369090553112
7593,359369090551090
7594,359369090576162
7595,359369090458148
7597,358077092155585
7600,868574041367322
7612,352556102055683
7616,352556102772949
7619,352556102050239
7652,352556102796518
7653,352556102917346
7656,352556102748436
7657,352556102773368
7658,352556102752735
7659,354514101455394
7667,352556102796088
7679,352556102916439
7686,359369091199865
7694,359369090558814
7695,352556102769143
7703,358077091713798
7704,359369091243663
7705,352556102951576
7712,352556102756884
7716,352556102049330
7717,354514101454546
7721,352556102936916
7724,352556102769994
7725,352556102949760
7726,352556102768319
7727,352556102759268
7728,352556102057846
7729,352556102049389
7730,354514101476036
7735,352556102051393
7736,352556102056293
7742,354514101457606
7745,354514101457499
7746,354514101455360
7747,354514101455048
7750,354514101462259
7752,354514101461962
7753,354514101460741
7757,352556102044414
7763,354514101466615
7765,354514101462937
7768,354514101461798
7772,352556102092702
7773,354514101452839
7775,352556102099483
7778,352556102099749
7779,352556102099442
7833,352556102750325
7850,352556102952970
7854,352556102906174
7856,352556102049876
7862,352556102804387
7863,359369091164232
7868,358077092330592
7872,352556102937468
7882,352556102750309
7883,352556102048381
7896,359369090543691
7929,352556102760266
7932,359369090072527
7934,352556102908295
7945,359369090381084
7949,359369090056009
7952,359369090057809
7954,358077090617602
7957,352556102015257
7959,352556102770174
7960,352556102767543
7961,354514101466904
7962,359369090506979
7965,354514101460105
7967,359369090614062
7971,352556102796245
7975,359369090618659
7978,352556102947897
7993,354514101452789
7995,352556102948259
7996,352556102918138
8165,352556102899304
8167,352556102040131
8168,354514101460386
8188,359369090542388
8189,359369090555844
8193,359369090547874
8208,354514101189928
8211,359369090568417
8213,358077093473854
8251,359369090647708
8257,359369091024576
8258,358077092149331
8260,352556102756082
8261,359369091083788
8262,359369091105037
8263,359369090617719
8293,359369091023586
8330,357041069773490
8331,357041069762501
8340,359369091130019
8341,359369091064226
8342,352556102758161
8390,354514101225037
8419,359369091367512
8422,352556102014649
8553,359369090061553
8554,359369091064887
8575,359369090366770
8600,352556102863029
8639,359369091203477
8669,352556102757809
8671,352556102741621
8672,352556102750986
8754,359369091062063
8781,352556102818486
8782,352556102818775
8783,352556102948119
8784,352556102930349
8785,352556102916306
8786,352556102096430
8845,359369090370194
8846,352556102053498
8857,358077092391966
8864,352556102817256
8865,358077092208152
8866,358077092395116
8915,354514101465112
8916,354514101466268
8917,354514101465708
8924,352556102951865
8974,358077091710877
9014,359369090064003
9043,352556102752776
9044,352556102765406
9045,352556102718363
9145,352556102055642
9146,354514101464693
9147,352556102100182
9148,352556102016073
9164,359369091309878
9183,352556102741761
9184,352556102746687
9205,359369091018636
9207,352556102037194
9210,352556102048357
9217,358077092096920
9248,358077092205679
9249,359369090094422
9251,358077092399613
9252,358077092207188
9261,359369090557097
9265,352556102755522
9276,358077092197637
9285,359369090081577
9286,359369090569662
9287,359369091069993
9288,359369091102372
9291,352556102938060
9293,354514101452854
9294,352556102049520
9295,354514101455485
9447,354514101454660
9459,354514101222174
9463,357041065238340
9490,868574042410592
9494,359369091105755
9497,352556102749590
9509,352556102902736
9512,352556102772006
9513,352556102950800
9514,352556102920225
9532,358077092412259
9554,358014097863459
9558,354514101463786
9559,352556102805111
9573,359369091110631
9584,352556102928376
9585,352556102767329
9586,352556102915878
9587,352556102937302
9630,359369091076832
9636,359369090074887
9637,352556102096000
9646,352556102807786
9647,352556102947020
9648,352556102777229
9650,352556102768830
9677,351628096192524
9678,351628096253839
9679,351628096828861
9680,351628096253870
9681,358077092372032
9683,352556102762403
9687,354514101582064
9688,352556102751828
9689,352556102745390
9690,352556102752479
9700,358077092356464
9701,358077092347224
9749,352556102742611
9755,359369091196994
9757,359369091025722
9758,358077092380308
9761,359369091084026
9762,359369091047114
9764,352556102100406
9765,354514101462804
9912,354514101455352
9922,352556102087363
9943,352556102909582
9946,358077092155767
9994,359369091017067
9995,358077093412878
9999,354514101452680
10000,352556102015109
10001,352556102050775
10002,354514101463588
10003,352556102084998
10004,352556102097024
10020,352556102769655
10151,359369091110839
10158,359369090338803
10164,868574042442041
10169,352556102050734
10170,354514101463620
10196,352556102943987
10204,352556102796674
10205,354514101465724
10223,358077093474027
10224,358077093474720
10225,358077093459317
10233,354514101466490
10238,359369091024105
10246,352556102771446
10248,352556102766438
10249,352556102759961
10250,352556102759102
10251,359369091331641
10253,352556102754483
10254,352556102765448
10255,352556102766800
10318,358077091735361
10319,359369090621299
10358,359369091070207
10410,359369091025763
10413,352556102902249
10499,352556102922023
10518,359369090367752
10519,358077092401005
10540,359369090072733
10580,359369091345476
10601,358077091721445
10602,358077091794152
10603,359369090055126
10637,352556102952640
10653,352556102926388
10660,359369091087300
10661,352556102920175
10682,359369090346814
10732,352556102319964
10734,352556102741829
10737,352556102917619
10738,358077091730180
10739,352556102898892
10763,354514101475954
10770,352556102003543
10777,352556102767600
10778,352556102759300
10780,352556102776155
10792,354514101462879
10793,352556102755670
10820,352556102934952
10828,354514101459016
10832,359369090622883
10840,359369091031860
10848,358077092206990
10855,358077091697835
10863,359369091233490
10864,359369091047684
10865,359369091139945
10894,359369091125571
10895,359369090506458
10898,352556102056319
10900,358077091733176
10908,359369091106589
10909,359369091026290
10910,359369091040051
10911,359369091139374
10913,359369091161410
10914,359369091041695
10915,359369091140620
10916,359369091030292
10917,359369091203568
10918,359369091043659
10919,359369091146809
10920,359369091040770
10921,359369091061685
10922,359369091037024
10924,352556102759243
10925,359369091043907
10926,352556102764961
10927,359369091025086
10935,351628096219939
10968,354514101467043
11017,352556102808420
11023,352556102053290
11041,351628096711786
11055,358077091712089
11056,359369091087813
11057,359369091106746
11060,354514101459792
11077,354514101461103
11078,352556102086340
11079,352556102946568
11080,352556102921090
11125,352556102919078
11137,352556102084956
11153,359369090563624
11177,351628096254464
11178,359369090054475
11179,359369091135570
11183,352556102055386
11186,354514101465104
11190,359369091156337
11214,352556102099228
11215,352556102050585
11216,352556102015000
11219,352556102014557
11220,352556102014136
11221,352556102091944
11223,352556102917452
11224,352556102091902
11225,352556102099384
11236,354514101459628
11293,359369090110152
11294,359369091130308
11301,354514101452847
11307,352556102936130
11309,352556102934648
11310,352556102782658
11322,358077091670352
11323,358077093056550
11324,359369091042024
11358,359369090032901
11368,352556102920613
11369,352556102921603
11370,352556102931248
11371,352556102771263
11384,352556102950784
11400,352556102951600
11401,352556102937674
11577,359369090039245
11646,359369091063640
11647,359369091058509
11784,351628096183499
11785,351628096574879
11787,358077093495287
11797,354514101466763
11802,358077091730792
11838,351628096183507
11839,359369091070272
11848,352556102755381
11854,354514101466482
11860,359369091203436
11925,354514101466458
11926,357041069803438
11927,357041069681313
11928,357041069670126
11940,352556102016461
11941,352556102090359
11943,352556102055964
11950,352556102096810
11951,352556102053159
11952,352556102016032
11958,352556102092827
11963,354514101453233
11968,354514101458935
11969,354514101458950
11973,354514101470179
11975,354514101460733
11980,352556102100729
11982,354514101461467
11983,352556102057176
11984,354514101455527
11985,354514101460717
11986,354514101461442
11989,354514101461491
11991,354514101460279
11995,354514101464917
11996,354514101464743
11997,354514101464784
11999,352556102807745
12001,352556102807646
12002,352556102800955
12007,352556102890188
12010,352556102934135
12012,354514101463182
12013,354514101463893
12016,352556102897670
12028,352556102918849
12030,352556102945107
12032,352556102796765
12035,352556102947293
12036,352556102807208
12037,352556102807620
12039,352556102918575
12040,352556102934465
12043,352556102934325
12044,354514101456277
12071,359369090056165
12111,352556102770760
12145,354514101459503
12146,359369091202370
12147,352556102101107
12149,354514101460832
12150,354514101465682
12151,354514101465666
12159,352556102099822
12172,352556102934341
12176,352556102805780
12261,359369090064359
12273,359369090558863
12276,359369091204566
12277,359369091082012
12289,359369090064375
12302,359369090622040
12308,352556102818171
12309,352556102898314
12310,352556102921777
12329,359369090577186
12330,359369090585064
12331,358077091668380
12335,352556101752702
12337,352556102173486
12338,359369091128906
12340,358077090636834
12354,358077091733127
12361,352556102899247
12391,354514101462275
12402,359369091040978
12415,352556102952863
12416,352556102949968
12418,359369090559903
12449,352556102092660
12462,359369091028650
12465,358077091744884
12480,352556102799769
12484,358077092153200
12488,359369090036985
12491,357041064154258
12529,352556102901795
12576,359369090473824
12586,352556102808297
12603,359369091071858
12604,352556102099863
12610,352556102921702
12615,352556102921785
12618,357041069722687
12624,352556102755688
12675,358077091820577
12677,352556102096794
12684,359369091143251
12685,359369091110375
12687,351628096192441
12692,359369090626090
12723,358077092401096
12731,359316075710498
12732,352556102946956
12756,354514101452763
12757,352556102950875
12762,354514101459693
12766,354514101228163
12886,354514101455311
12914,359369090346863
12915,358077091652012
12916,359369090374592
12957,359369091198453
12959,359369091197711
12999,359369090626025
13000,359369091075917
13003,359369091036935
13009,868574041313359
13020,352556102765323
13022,359369090368479
13032,359369090083979
13037,359369090580636
13038,352556102757882
13050,359369090062676
13051,352556102772840
13052,352556102757304
13053,352556102770448
13054,352556102763880
13055,352556102750655
13056,352556102749814
13070,352556102795916
13079,352556102904955
13099,359369090648557
13104,359369091133203
13107,359369090056264
13108,352556102057317
13109,359369090558541
13110,352556102950404
13111,352556102951048
13112,352556102756223
13114,352556102741977
13115,352556102750960
13116,352556102766255
13117,352556102767055
13121,352556102899387
13127,354514101459545
13154,359369090478229
13155,359369090434057
13157,359369091065553
13158,358077093523427
13185,354514101460030
13186,359369090070588
13195,359369091139622
13219,359369091362836
13223,359369090259017
13256,359369090624582
13301,352556102904179
13310,354514101463034
13313,359369090574597
13317,354514101466565
13318,352556102767857
13319,359369090573235
13321,351628096763167
13325,358077093488993
13327,352556102742322
13329,352556102758443
13331,359369090473808
13332,359369090554482
13342,359369090570876
13346,352556102934770
13352,357041063360450
13384,352556102769804
13385,352556102766875
13386,354514101458653
13388,352556102769564
13390,352556102758484
13391,352556102756025
13392,352556102766768
13393,352556102754848
13396,352556102764763
13397,352556102766198
13398,352556102759086
13401,352556102927923
13402,352556102770737
13408,357041063370566
13455,352556102767220
13467,004401082618204
13477,352556102751505
13500,352556102051856
13513,352556102757643
13540,352556102938102
13541,352556102770034
13542,352556102818759
13543,352556102921660
13544,352556102946774
13546,352556102919292
13547,352556102921751
13548,352556102920696
13549,352556102916553
13550,352556102918633
13552,352556102922007
13553,352556102802977
13554,352556102808842
13555,352556102917569
13556,352556102920233
13558,352556102921587
13559,352556102921124
13560,352556102928137
13562,352556102928129
13563,352556102769036
13564,352556102892580
13565,352556102899551
13566,352556102757767
13567,352556102898603
13568,352556102755647
13570,352556102901118
13573,352556102899189
13574,352556102767634
13575,352556102766909
13578,352556102760340
13580,352556102949240
13581,352556102895237
13582,352556102944563
13584,352556102953390
13586,352556102764268
13587,352556102771560
13588,352556102764201
13589,352556102754244
13590,352556102770489
13591,352556102769622
13592,352556102100240
13594,352556102932162
13597,352556102801862
13598,352556102742579
13600,352556102940033
13601,352556102775637
13603,352556102935132
13604,352556102749855
13606,352556102793614
13607,352556102807380
13608,352556102794927
13610,352556102807570
13611,352556102950214
13612,352556102915597
13613,352556102794547
13615,352556102951279
13616,352556102800534
13617,352556102917239
13618,352556102808958
13619,352556102918187
13621,352556102917403
13622,352556102802191
13624,352556102802092
13625,352556102917262
13627,352556102937401
13628,352556102734725
13630,352556102898975
13631,352556102898785
13632,352556102772345
13633,352556102751182
13634,354514101462291
13635,352556102753568
13636,354514101455386
13637,354514101452730
13638,354514101456186
13639,354514101460774
13640,352556102101719
13644,354514101464107
13645,352556102051468
13646,352556102055915
13648,352556102051948
13650,352556102057119
13651,354514101454983
13652,354514101455196
13653,352556102051773
13654,354514101455329
13656,352556102002669
13657,352556102084683
13658,352556102015208
13659,352556102097776
13661,354514101461509
13662,354514101454892
13664,354514101469809
13665,354514101463612
13666,354514101455022
13667,354514101455121
13669,352556102015513
13671,354514101462382
13673,354514101461780
13676,354514101461772
13677,354514101452946
13681,354514101458976
13682,354514101453183
13683,352556102056681
13688,354514101463851
13692,352556102014474
13693,352556102056723
13694,352556102053688
13695,352556102056533
13696,354514101465336
13697,354514101467035
13698,352556102101636
13699,352556102095697
13701,354514101466292
13702,354514101461319
13703,354514101469890
13704,354514101466987
13705,352556102055162
13706,354514101470096
13707,352556102097495
13708,352556102083347
13709,352556102096851
13710,352556102096596
13712,354514101459453
13713,352556102096737
13715,352556102092603
13716,352556102096752
13717,352556102036956
13718,352556102092488
13720,352556102087348
13721,354514101458570
13723,354514101457457
13724,354514101463604
13725,352556102053753
13726,352556102049868
13727,352556102049249
13728,352556102048407
13729,352556102057093
13730,352556102760571
13732,352556102048365
13733,352556102053332
13741,352556102899205
13771,359369091201125
13806,352556102950487
13807,352556102773509
13808,352556102933632
13809,352556102933293
13810,352556102769226
13811,352556102772303
13812,352556102770406
13813,352556102766263
13814,352556102758948
13815,352556102767253
13816,352556102754707
13817,352556102753584
13818,352556102949992
13819,352556102765182
13820,352556102758245
13821,352556102764326
13876,352556102750341
13877,352556102741787
13878,352556102768426
13879,352556102757445
13880,352556102749921
13881,352556102734782
13882,352556102756066
13883,352556102767808
13884,352556102767725
13885,352556102768723
13887,352556102767303
13888,352556102750267
13890,352556102754319
13892,352556102948879
13893,352556102764144
13894,358077091666889
13895,352556102751059
13897,352556102942153
13899,352556102768129
13902,352556102767782
13904,352556102949810
13905,352556102768889
13907,352556102949554
13909,352556102720781
13912,352556102936544
13913,352556102927691
13914,352556102936445
13916,352556102899353
13917,352556102770018
13929,868574042731591
13932,868574042751011
13937,359369091023735
13942,352556102016446
13943,352556102053795
13944,354514101454900
13983,359369091023149
13984,359369090245628
13986,359369090563814
13987,359369090375391
14001,352556102766271
14002,352556102520108
14011,359369090458056
14012,354514101459479
14027,358077091722286
14038,354514101458992
14039,868574042427299
14050,358077092104211
14064,352556102890121
14082,352556102088163
14091,358077090538568
14092,358077090710407
14118,358077091821286
14119,352556102766529
14122,352556102898355
14147,352556102911000
14153,352556102901233
14155,352556102949315
14156,352556102912149
14157,352556102837262
14159,352556102934366
14172,352556102750184
14192,352556102749699
14193,352556102750994
14194,352556102937948
14195,352556102949083
14212,352556102952848
14213,354514101467019
14214,354514101461368
14264,359369090618410
14265,359369091030672
14274,358077091735403
14279,359369091080552
14316,352556102938524
14317,358077092374608
14330,359369091320008
14338,359369090548328
14339,359369090370327
14387,359369091086609
14390,352556102952657
14428,352556102769606
14437,354514101454702
14518,359369091257960
14519,352556102897951
14521,358077091733671
14522,358077093606321
14585,352556102950701
14586,352556102100505
14587,352556102051872
14588,352556102100703
14589,354514101466862
14593,352556102775553
14614,358077091745279
14617,352556102002347
14622,352556102776965
14637,352556102055071
14640,352556102043853
14643,354514101466193
14739,359369090038502
14757,358077093499511
14796,359369091143160
14803,359369091067062
14841,354514101466151
14843,354514101453076
14847,352556102950925
14848,359369090042538
14852,352556102772246
14855,352556102905259
14864,358077093048318
14866,354514101580803
14893,352556102100745
14894,352556102051096
14982,359369091102323
14985,352556102768202
14991,357041069781097
14992,359369090578622
14993,359369091160487
15002,359369090086568
15009,359369090074523
15013,352556102769739
15132,359369090052941
15135,352556102917577
15136,352556102771628
15138,359369090592862
15143,352556102935033
15161,359369091142196
15177,352556102900144
15179,352556102949950
15201,351628096254142
15203,359369090611670
15241,352556102949604
15251,354514101466029
15252,352556102096976
15261,352556102892556
15267,359369090063393
15268,357041069807330
15269,354514101581264
15270,354514101580654
15271,354514101581835
15272,354514101530931
15273,354514101567347
15348,359369090064409
15350,359369090034287
15351,359369090062718
15353,358077091727574
15354,358077091791174
15355,359369090064193
15358,359369090062965
15383,352556102719486
15445,359369091218251
15446,358077092134978
15447,359369091221370
15464,359369090042421
15466,358077092091954
15467,358077092087150
15473,358077092091947
15474,358077092088869
15475,358077091813549
15476,358077091711149
15477,358077092399357
15478,359369091023438
15481,359369090034386
15487,359369091319943
15494,359369091064812
15498,359369091068409
15515,352556102015166
15546,359369091086096
15547,354514101585984
15548,354514101567206
15582,359369091239729
15583,358077092400411
15584,359369091070603
15587,352556102951113
15616,359369091066643
15618,352556102277261
15628,352556102015547
15629,354514101460758
15636,352556102934275
15640,352556102948465
15672,359369091200028
15791,352556102950503
15797,352556102916132
15846,352556102798266
15865,352556102950115
15880,352556102938425
15881,358077091705653
15895,358077091704730
15897,352556102763427
15898,358077093073522
15899,358077093040034
15904,322556102761355
15933,359369091069779
15955,352556102938227
15963,359369090039203
15964,358077091700498
15965,358077091697868
15966,359369091139291
15967,358077093068688
15969,359369091201042
15970,359369091076758
15971,359369091085825
15972,359369091087649
15973,359369091077194
15974,359369091199816
15975,359369091071171
15976,359369091065165
15977,359369091199287
15978,359369091024758
15979,359369091060729
15980,359369091024774
15981,359369091197786
15982,359369091040200
15983,359369091203642
15986,359369091046512
15988,359369091047007
15989,359369091197455
15993,354514101571968
15994,354514101580753
15995,354514101584953
15997,354514101532002
15998,354514101517920
15999,354514101532267
16000,354514101571620
16001,354514101570283
16030,351628096618247
16043,354514101461202
16061,358077093495949
16095,352556102771768
16112,352556102056350
16113,352556102053878
16114,354514101464115
16115,352556102014110
16128,352556102296303
16135,352556102934887
16136,352556102920464
16137,352556102930174
16138,352556102950636
16140,352556102798191
16141,352556102949398
16142,352556102750465
16143,352556102761363
16145,352556102936700
16167,352556102770950
16183,352556102015174
16194,352556102014789
16345,358077092340930
16347,358077092176078
16349,358077092397385
16383,359369090432028
16386,359369090573706
16387,358077092189261
16389,35807792206396
16403,354514101452888
16409,352556102944886
16411,352556102950883
16432,359369091141081
16461,359369091108460
16490,352556102750564
16491,359369090558939
19463,358077092423116
19466,352556102808255
19588,359369091024485
19660,352556102953267
20742,359369091025813
20808,354514101461277
20866,352556102770356
21881,359369090367992
21911,359369091199360
22631,359369090076072
22655,358077093481360
23214,352556102789828
24118,352556102014425
24121,354514101187773
24122,359369090502119
24167,352556102002263
24638,352556102775413
24643,354514101457515
24645,359369090217304
24650,359369090551694
24653,352556102952152
24654,359369090375219
24655,359369090543451
24658,359369090399078
24659,359369090552262
24661,359369090555869
24662,359369090367174
24664,359369090038775
24667,359369090075223
24668,359369091201190
24669,352556102815144
24670,352556102915779
24697,358077093059463
24698,358077093039978
24699,358077093031678
24700,358077093037626
24701,358077093014559
24706,359369091071312
24707,359369091108213
24708,352556102746117
24709,359369091023552
24710,358077092356746
24714,359369090577160
24717,358077093054829
24727,352556102917197
24731,358077091663522
24750,359369090360922
24778,352556102915522
24793,359369091087854
24805,359369090624798
24811,352556102770364
24812,359369091047536
24813,352556102747800
24814,352556102748451
24843,352556102934531
24848,358077092205331
24852,352556102755365
24862,352556102755985
24871,352556102918591
24874,354514101453191
24875,352556102921314
24877,868574041293619
24881,868574041302667
24954,352556102099806
24955,354514101465401
24962,352556102055287
24967,359369091018792
24968,358077092190616
24969,352556102788549
25008,352556102797540
25013,358077091384582
25014,359369091288585
25015,358077091191532
25017,358077092192984
